                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0234-1-56   42.89%     41.26%     41.02%     13.00%  
                     012-36-45   46.19%     41.00%     39.87%     12.95%  
                     02345-1-6   46.12%     40.69%     40.02%     12.89%  
                     03-1-2456   47.49%     41.21%     39.35%     12.86%  
                     0-13-2456   49.28%     45.21%     39.55%     12.73%  
                     014-26-35   43.03%     41.74%     39.25%     12.70%  
                     013-2-456   46.34%     41.03%     40.53%     12.60%  
                     013-245-6   43.03%     40.93%     40.45%     12.53%  
                     014-256-3   49.35%     40.68%     39.38%     12.53%  
                     013-256-4   49.07%     41.70%     39.33%     12.42%  
                     014-25-36   42.96%     41.14%     40.52%     12.36%  
                     023-1-456   42.31%     40.88%     40.84%     12.24%  
                     0-12345-6   55.03%     45.15%     39.53%     12.22%  
                     012-346-5   50.93%     39.95%     39.71%     12.22%  
                     0134-2-56   47.27%     40.41%     39.81%     12.18%  
                     02-14-356   42.31%     40.86%     40.85%     11.98%  
                     034-12-56   38.51%     40.79%     38.16%     11.96%  
                     0-15-2346   48.99%     44.74%     39.05%     11.96%  
                     0-134-256   45.62%     45.01%     39.09%     11.94%  
                     034-1-256   40.88%     40.57%     38.13%     11.94%  
                     015-24-36   42.67%     40.93%     40.65%     11.93%  
                     056-1-234   42.39%     40.88%     40.80%     11.91%  
                     0-16-2345   44.25%     45.33%     38.16%     11.89%  
                     0123-45-6   49.86%     39.95%     38.68%     11.86%  
                     03-12-456   41.52%     41.09%     38.60%     11.86%  
                     03-124-56   43.03%     41.10%     39.15%     11.83%  
                     014-236-5   49.28%     40.21%     38.92%     11.79%  
                     0345-12-6   38.58%     40.30%     37.30%     11.77%  
                     015-236-4   48.56%     41.35%     38.96%     11.66%  
                     06-1-2345   42.46%     40.57%     40.37%     11.60%  
                     0356-1-24   45.33%     40.35%     40.33%     11.59%  
                     0125-34-6   49.07%     40.37%     38.83%     11.58%  
                     015-23-46   42.46%     40.70%     40.48%     11.52%  
                     035-1-246   41.09%     40.69%     38.59%     11.47%  
                     015-2-346   45.47%     40.34%     39.85%     11.44%  
                     035-124-6   41.45%     40.39%     38.17%     11.37%  
                     05-12-346   41.24%     41.13%     38.33%     11.37%  
                     0145-23-6   44.68%     39.88%     39.31%     11.30%  
                     0124-36-5   53.09%     39.11%     38.81%     11.28%  
                     045-1-236   40.59%     40.23%     37.76%     11.26%  
                     0235-1-46   42.24%     40.31%     40.16%     11.26%  
                     0-125-346   45.47%     45.07%     39.12%     11.22%  
                     0345-1-26   37.79%     40.26%     37.10%     11.21%  
                     04-123-56   42.17%     41.55%     38.22%     11.21%  
                     03456-1-2   50.79%     39.39%     38.94%     11.15%  
                     01234-5-6   58.76%     38.42%     38.00%     11.14%  
                     0-1245-36   48.28%     44.93%     39.32%     11.08%  
                     015-26-34   41.81%     40.72%     38.04%     11.01%  
                     023-14-56   40.23%     40.32%     40.29%     10.98%  
                     0135-24-6   44.97%     39.75%     39.36%     10.96%  
                     02356-1-4   57.69%     40.52%     39.00%     10.94%  
                     01235-4-6   58.12%     40.13%     38.34%     10.87%  
                     0134-25-6   44.76%     39.43%     38.78%     10.84%  
                     035-12-46   38.29%     40.38%     37.92%     10.80%  
                     025-1-346   41.31%     39.92%     39.93%     10.77%  
                     05-124-36   42.39%     40.79%     38.40%     10.75%  
                     05-1234-6   46.62%     40.45%     38.05%     10.73%  
                     0125-36-4   51.94%     40.50%     38.80%     10.71%  
                     0-126-345   45.62%     45.46%     36.36%     10.68%  
                     013-25-46   42.17%     40.05%     39.79%     10.67%  
                     0235-14-6   41.81%     39.75%     39.32%     10.60%  
                     03-14-256   41.81%     40.32%     38.02%     10.57%  
                     0245-1-36   41.16%     39.77%     39.50%     10.57%  
                     0-1235-46   48.20%     44.77%     39.12%     10.52%  
                     05-14-236   41.88%     40.70%     38.06%     10.49%  
                     013-26-45   41.88%     40.01%     37.59%     10.49%  
                     0-145-236   44.61%     44.19%     38.26%     10.46%  
                     0356-12-4   48.13%     40.31%     37.89%     10.36%  
                     045-12-36   37.50%     39.76%     37.01%     10.29%  
                     0-156-234   45.26%     44.66%     38.17%     10.20%  
                     0456-1-23   43.82%     39.54%     39.49%     10.18%  
                     0145-2-36   45.69%     39.18%     38.49%     10.04%  
                     0123-46-5   52.59%     38.56%     38.34%     9.94%   
                     056-12-34   41.31%     39.91%     37.86%     9.85%   
                     01345-2-6   50.00%     38.50%     37.71%     9.85%   
                     0-146-235   45.33%     44.31%     38.16%     9.82%   
                     013-246-5   48.20%     38.97%     38.11%     9.80%   
                     015-246-3   47.77%     39.08%     38.19%     9.79%   
                     01245-3-6   57.26%     38.14%     37.69%     9.74%   
                     06-12-345   38.22%     39.99%     37.70%     9.70%   
                     0-1246-35   53.88%     44.51%     37.06%     9.61%   
                     035-14-26   37.07%     39.78%     36.88%     9.57%   
                     0-12356-4   65.45%     44.83%     36.79%     9.53%   
                     046-1-235   40.59%     39.30%     39.37%     9.47%   
                     04-13-256   40.66%     40.17%     36.60%     9.42%   
                     045-123-6   39.73%     39.13%     36.49%     9.41%   
                     02-134-56   40.16%     39.27%     39.29%     9.35%   
                     0256-1-34   46.98%     39.77%     38.45%     9.32%   
                     05-123-46   41.45%     40.16%     37.62%     9.30%   
                     0-135-246   43.97%     43.64%     37.82%     9.30%   
                     0135-2-46   45.76%     38.82%     38.38%     9.29%   
                     0356-14-2   45.69%     38.87%     38.51%     9.25%   
                     024-13-56   38.79%     39.15%     38.86%     9.24%   
                     0-1345-26   43.61%     43.59%     37.10%     9.20%   
                     0135-26-4   46.98%     39.67%     36.72%     9.16%   
                     056-14-23   40.73%     39.29%     39.26%     9.14%   
                     0125-3-46   51.44%     38.39%     38.11%     9.13%   
                     02-13-456   40.23%     39.14%     38.98%     9.11%   
                     026-1-345   40.73%     39.96%     38.13%     9.06%   
                     036-1-245   40.37%     38.98%     39.03%     8.98%   
                     0-1256-34   52.95%     44.49%     36.26%     8.92%   
                     025-14-36   38.86%     39.02%     38.91%     8.92%   
                     04-1235-6   44.83%     40.06%     36.65%     8.83%   
                     016-235-4   48.64%     39.63%     37.65%     8.81%   
                     0134-26-5   47.20%     38.00%     36.24%     8.74%   
                     0-1356-24   50.00%     43.80%     37.83%     8.74%   
                     016-2-345   45.26%     39.04%     36.86%     8.71%   
                     06-14-235   39.15%     39.12%     39.11%     8.70%   
                     03-1245-6   44.83%     39.14%     37.01%     8.57%   
                     0-1456-23   49.64%     43.59%     37.77%     8.55%   
                     016-24-35   45.19%     38.94%     37.77%     8.48%   
                     06-124-35   42.10%     38.96%     37.89%     8.38%   
                     04-125-36   40.09%     40.03%     36.48%     8.35%   
                     0145-26-3   46.41%     37.91%     36.15%     8.34%   
                     05-16-234   38.51%     39.69%     35.99%     8.30%   
                     04-15-236   40.01%     39.54%     35.90%     8.25%   
                     034-125-6   38.65%     38.64%     35.89%     8.23%   
                     05-13-246   40.37%     39.31%     36.71%     8.21%   
                     0234-15-6   39.87%     38.16%     37.42%     8.19%   
                     0-13456-2   58.41%     43.03%     37.18%     8.14%   
                     0-1236-45   53.09%     43.67%     35.72%     8.13%   
                     056-123-4   46.41%     39.41%     37.31%     8.10%   
                     0-136-245   43.97%     43.44%     36.98%     8.08%   
                     056-124-3   46.84%     37.93%     37.40%     7.98%   
                     04-16-235   38.00%     39.74%     35.28%     7.96%   
                     0245-13-6   39.51%     37.98%     37.39%     7.93%   
                     046-12-35   39.94%     38.58%     37.05%     7.90%   
                     0-12346-5   65.37%     42.52%     36.09%     7.90%   
                     0346-1-25   42.53%     38.11%     38.11%     7.87%   
                     02456-1-3   55.60%     37.87%     37.74%     7.83%   
                     0246-1-35   46.05%     39.00%     38.23%     7.83%   
                     05-134-26   38.36%     39.09%     35.86%     7.82%   
                     0456-12-3   46.34%     37.62%     36.52%     7.78%   
                     025-134-6   39.22%     37.92%     37.66%     7.78%   
                     016-234-5   48.56%     37.71%     37.03%     7.73%   
                     0236-1-45   46.41%     38.61%     37.54%     7.72%   
                     0-12456-3   64.51%     42.64%     36.15%     7.58%   
                     056-13-24   39.73%     38.29%     38.16%     7.57%   
                     016-23-45   44.61%     38.07%     36.67%     7.55%   
                     02-15-346   39.22%     38.17%     37.97%     7.53%   
                     03-125-46   40.01%     38.95%     36.62%     7.53%   
                     036-12-45   40.01%     38.10%     36.37%     7.49%   
                     02-16-345   36.93%     38.80%     35.68%     7.37%   
                     023-145-6   38.86%     37.72%     37.43%     7.37%   
                     035-16-24   36.57%     38.48%     35.23%     7.22%   
                     016-25-34   44.25%     38.13%     36.43%     7.21%   
                     0126-35-4   56.90%     39.11%     35.82%     7.16%   
                     0156-23-4   52.87%     38.62%     36.82%     7.15%   
                     02-1345-6   41.31%     37.68%     37.48%     7.14%   
                     03-15-246   39.66%     38.31%     35.97%     7.13%   
                     04-126-35   42.96%     39.72%     33.83%     7.09%   
                     045-13-26   35.06%     37.93%     34.70%     7.09%   
                     024-15-36   37.43%     37.83%     37.38%     7.08%   
                     02346-1-5   55.75%     37.47%     37.40%     7.07%   
                     0-1346-25   49.07%     42.68%     36.82%     7.02%   
                     025-13-46   37.64%     37.80%     37.63%     6.94%   
                     05-126-34   43.03%     39.43%     33.91%     6.94%   
                     02-145-36   38.43%     37.78%     37.69%     6.87%   
                     023-15-46   37.64%     37.78%     37.53%     6.84%   
                     06-15-234   37.79%     37.92%     37.65%     6.80%   
                     0156-2-34   51.01%     37.79%     36.03%     6.76%   
                     056-134-2   42.10%     37.49%     37.20%     6.74%   
                     024-135-6   38.29%     37.38%     36.92%     6.74%   
                     035-126-4   44.97%     39.15%     33.65%     6.68%   
                     016-245-3   47.49%     37.03%     36.37%     6.63%   
                     034-15-26   34.70%     37.65%     34.37%     6.60%   
                     03-16-245   37.28%     38.17%     34.85%     6.54%   
                     0345-16-2   37.64%     37.47%     33.63%     6.52%   
                     026-14-35   41.02%     38.37%     37.22%     6.50%   
                     0235-16-4   43.32%     38.37%     35.03%     6.45%   
                     036-14-25   39.08%     37.54%     37.54%     6.44%   
                     03-145-26   37.28%     37.90%     35.00%     6.42%   
                     04-156-23   40.66%     38.92%     35.01%     6.41%   
                     06-123-45   40.80%     37.69%     36.17%     6.40%   
                     04-135-26   37.00%     38.58%     34.49%     6.38%   
                     0146-2-35   50.93%     37.52%     36.33%     6.37%   
                     05-146-23   41.24%     38.52%     35.70%     6.36%   
                     0346-12-5   45.76%     36.72%     35.76%     6.33%   
                     045-16-23   35.56%     37.63%     34.15%     6.31%   
                     0456-13-2   43.18%     37.06%     36.56%     6.28%   
                     0256-14-3   48.92%     37.23%     36.89%     6.21%   
                     024-16-35   37.86%     37.77%     35.20%     6.20%   
                     036-124-5   45.91%     36.72%     36.28%     6.14%   
                     06-13-245   37.28%     37.41%     37.25%     6.13%   
                     02-135-46   38.07%     37.38%     37.33%     6.01%   
                     03-156-24   40.80%     38.07%     35.32%     6.00%   
                     0156-24-3   52.59%     36.74%     36.29%     5.99%   
                     05-1236-4   53.02%     39.45%     34.24%     5.94%   
                     06-1234-5   48.71%     36.59%     36.26%     5.91%   
                     06-125-34   39.87%     37.90%     36.04%     5.82%   
                     0256-13-4   48.20%     38.11%     36.30%     5.81%   
                     03-126-45   42.53%     38.00%     33.05%     5.75%   
                     035-146-2   41.31%     37.42%     34.66%     5.72%   
                     025-16-34   37.50%     37.51%     34.65%     5.64%   
                     02-146-35   41.59%     37.63%     36.02%     5.64%   
                     05-136-24   40.73%     38.37%     35.28%     5.63%   
                     0126-34-5   56.39%     36.95%     34.57%     5.59%   
                     01356-2-4   61.06%     37.59%     35.67%     5.54%   
                     03-1256-4   52.37%     38.83%     33.91%     5.54%   
                     02-156-34   41.09%     37.73%     35.40%     5.53%   
                     023-16-45   37.72%     37.07%     34.42%     5.44%   
                     06-1235-4   47.49%     38.07%     36.19%     5.43%   
                     04-1356-2   47.41%     38.17%     34.38%     5.38%   
                     034-16-25   35.06%     36.98%     33.46%     5.37%   
                     05-1246-3   52.95%     37.53%     33.95%     5.32%   
                     036-15-24   38.22%     36.91%     36.79%     5.31%   
                     06-145-23   37.79%     36.83%     36.85%     5.22%   
                     0146-23-5   52.30%     36.18%     35.87%     5.19%   
                     036-125-4   44.18%     37.82%     35.68%     5.15%   
                     023-156-4   44.40%     37.81%     35.12%     5.15%   
                     0236-14-5   48.71%     36.66%     36.36%     5.13%   
                     06-134-25   38.00%     36.65%     36.62%     5.10%   
                     0126-3-45   56.03%     36.36%     34.19%     5.06%   
                     034-156-2   40.23%     36.83%     33.61%     5.03%   
                     02-1356-4   49.71%     37.81%     35.56%     4.89%   
                     0234-16-5   42.67%     36.06%     33.96%     4.87%   
                     0136-25-4   51.80%     37.45%     35.60%     4.86%   
                     03-146-25   40.37%     37.16%     34.60%     4.84%   
                     0136-2-45   50.29%     36.57%     35.06%     4.80%   
                     046-15-23   37.57%     36.51%     36.37%     4.80%   
                     04-1256-3   51.94%     37.80%     33.08%     4.79%   
                     03-1456-2   47.20%     37.11%     34.64%     4.78%   
                     06-135-24   37.64%     36.67%     36.66%     4.77%   
                     05-1346-2   47.49%     37.57%     34.79%     4.77%   
                     03-1246-5   52.80%     36.70%     33.47%     4.66%   
                     045-126-3   43.68%     36.42%     32.05%     4.60%   
                     046-123-5   44.54%     35.92%     35.25%     4.58%   
                     0136-24-5   52.23%     36.11%     35.69%     4.55%   
                     034-126-5   43.89%     36.31%     31.97%     4.53%   
                     04-136-25   39.73%     37.85%     33.86%     4.52%   
                     04-1236-5   52.44%     37.57%     32.91%     4.52%   
                     01256-3-4   67.46%     37.08%     34.64%     4.51%   
                     06-1245-3   47.05%     36.11%     35.71%     4.41%   
                     0346-15-2   42.03%     35.99%     35.54%     4.40%   
                     046-13-25   37.43%     36.15%     36.01%     4.36%   
                     0146-25-3   51.58%     35.65%     35.26%     4.33%   
                     0236-15-4   47.41%     37.38%     35.52%     4.31%   
                     06-1345-2   41.67%     36.04%     35.83%     4.23%   
                     0245-16-3   41.74%     35.71%     33.68%     4.18%   
                     036-145-2   40.23%     35.93%     35.71%     4.16%   
                     026-15-34   39.22%     36.93%     35.14%     4.10%   
                     045-136-2   39.80%     36.42%     33.16%     4.07%   
                     01456-2-3   59.99%     35.45%     34.94%     4.01%   
                     026-13-45   39.44%     36.50%     35.02%     4.00%   
                     02-136-45   40.52%     36.61%     34.50%     3.97%   
                     024-156-3   43.68%     35.75%     34.27%     3.81%   
                     025-136-4   43.61%     37.13%     34.44%     3.80%   
                     023-146-5   44.40%     35.55%     34.49%     3.69%   
                     01236-4-5   67.82%     36.76%     34.36%     3.65%   
                     02-1456-3   49.07%     35.72%     34.98%     3.53%   
                     046-125-3   43.25%     35.54%     34.74%     3.47%   
                     025-146-3   43.82%     35.39%     34.34%     3.36%   
                     046-135-2   39.44%     35.37%     35.10%     3.20%   
                     01246-3-5   67.31%     34.79%     33.91%     3.04%   
                     026-134-5   43.75%     35.24%     34.70%     2.92%   
                     026-135-4   42.96%     36.60%     34.65%     2.89%   
                     02-1346-5   49.21%     35.34%     34.65%     2.86%   
                     01346-2-5   59.99%     34.98%     34.52%     2.81%   
                     024-136-5   43.46%     35.22%     33.74%     2.78%   
                     0246-13-5   46.77%     35.18%     34.84%     2.74%   
                     0246-15-3   46.19%     35.01%     34.59%     2.32%   
                     026-145-3   42.82%     34.89%     34.32%     2.18%   
