                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    02-15-34-6   29.96%     30.49%     29.19%     7.51%   
                    0145-2-3-6   40.80%     30.02%     29.18%     8.44%   
                    06-14-23-5   33.48%     29.34%     29.17%     6.23%   
                    02-15-36-4   32.83%     30.59%     29.17%     6.85%   
                    056-14-2-3   36.85%     29.58%     29.15%     6.82%   
                    0-16-235-4   37.00%     35.55%     29.14%     9.33%   
                    03-15-24-6   29.67%     30.74%     29.13%     7.86%   
                    0256-1-3-4   44.97%     30.56%     29.12%     7.25%   
                    035-1-26-4   33.12%     32.47%     29.12%     9.77%   
                    05-124-3-6   37.50%     31.23%     29.11%     8.97%   
                    02-13-45-6   30.17%     30.18%     29.10%     7.43%   
                    03-1-246-5   37.00%     30.83%     29.06%     8.56%   
                    025-13-4-6   33.26%     30.56%     29.05%     7.29%   
                    06-12-35-4   34.55%     31.43%     29.05%     7.95%   
                    05-123-4-6   37.07%     32.34%     29.04%     9.07%   
                    0-15-246-3   38.22%     33.70%     29.02%     8.14%   
                    04-1-236-5   37.36%     31.75%     29.01%     9.40%   
                    023-15-4-6   33.26%     30.55%     28.98%     7.22%   
                    05-134-2-6   32.76%     30.90%     28.96%     8.05%   
                    05-13-2-46   31.18%     30.80%     28.94%     7.42%   
                    0-156-23-4   39.66%     34.93%     28.93%     8.17%   
                    05-12-3-46   34.34%     31.22%     28.92%     8.55%   
                    0-15-26-34   32.26%     34.92%     28.91%     9.05%   
                    046-1-25-3   34.20%     29.08%     28.90%     6.16%   
                    04-15-23-6   29.53%     31.38%     28.89%     8.17%   
                    02-134-5-6   34.48%     29.23%     28.86%     6.62%   
                    02-13-46-5   32.90%     29.13%     28.84%     5.99%   
                    02-135-4-6   33.69%     30.25%     28.82%     6.60%   
                    015-26-3-4   39.80%     31.26%     28.82%     8.51%   
                    0-13-26-45   32.47%     34.61%     28.82%     8.97%   
                    03-12-45-6   31.47%     31.64%     28.81%     9.49%   
                    0-146-2-35   38.29%     34.24%     28.81%     7.95%   
                    014-26-3-5   40.52%     30.41%     28.79%     8.60%   
                    013-26-4-5   40.23%     31.18%     28.76%     8.52%   
                    03-124-5-6   37.36%     30.60%     28.75%     8.48%   
                    0346-1-2-5   39.37%     29.09%     28.74%     6.51%   
                    0236-1-4-5   44.76%     30.13%     28.73%     6.44%   
                    056-13-2-4   36.14%     30.24%     28.71%     6.52%   
                    06-14-25-3   32.76%     28.95%     28.71%     5.59%   
                    056-12-3-4   39.30%     30.66%     28.68%     7.65%   
                    0-16-234-5   36.93%     34.11%     28.67%     8.52%   
                    03-1-26-45   30.68%     31.61%     28.67%     9.07%   
                    02-15-3-46   32.33%     29.00%     28.65%     5.67%   
                    04-13-25-6   29.38%     31.11%     28.62%     7.84%   
                    0-134-26-5   36.78%     33.66%     28.58%     8.16%   
                    02-145-3-6   33.55%     28.96%     28.57%     6.06%   
                    03-12-46-5   34.20%     30.60%     28.55%     8.05%   
                    0-16-2-345   33.62%     35.11%     28.55%     9.25%   
                    0-135-26-4   35.99%     34.68%     28.54%     8.14%   
                    06-15-23-4   32.18%     29.88%     28.54%     5.61%   
                    0-156-24-3   39.37%     33.52%     28.54%     7.29%   
                    024-13-5-6   33.12%     29.13%     28.53%     6.53%   
                    0-1356-2-4   46.41%     34.37%     28.46%     7.39%   
                    0-146-23-5   39.66%     33.24%     28.46%     7.07%   
                    04-12-36-5   34.27%     31.40%     28.44%     8.67%   
                    026-1-34-5   36.57%     29.79%     28.44%     6.28%   
                    016-2-35-4   41.59%     30.73%     28.42%     7.20%   
                    0-16-23-45   32.97%     34.38%     28.41%     8.38%   
                    03-15-2-46   30.46%     30.05%     28.39%     6.61%   
                    024-15-3-6   32.54%     29.01%     28.34%     6.22%   
                    06-13-24-5   32.47%     28.60%     28.34%     5.06%   
                    0-156-2-34   37.79%     34.31%     28.34%     7.87%   
                    03-145-2-6   31.68%     30.01%     28.32%     7.00%   
                    036-14-2-5   35.92%     28.67%     28.31%     5.44%   
                    03-125-4-6   35.63%     31.43%     28.30%     7.74%   
                    0-145-26-3   35.85%     33.39%     28.29%     7.61%   
                    04-15-2-36   30.53%     30.86%     28.28%     7.22%   
                    06-13-25-4   32.04%     29.61%     28.27%     5.28%   
                    0-16-25-34   32.61%     34.42%     28.23%     8.13%   
                    0-16-245-3   35.85%     33.60%     28.18%     7.70%   
                    026-1-3-45   36.21%     29.35%     28.16%     5.89%   
                    06-15-24-3   31.90%     28.47%     28.15%     4.74%   
                    05-14-26-3   33.12%     30.77%     28.14%     7.63%   
                    0-136-24-5   39.15%     33.12%     28.14%     6.52%   
                    06-12-34-5   34.05%     29.81%     28.12%     6.77%   
                    045-13-2-6   29.45%     30.03%     28.09%     7.50%   
                    016-23-4-5   42.96%     29.72%     28.07%     6.31%   
                    0-136-25-4   38.72%     34.14%     28.07%     6.75%   
                    045-12-3-6   32.61%     30.45%     28.07%     8.63%   
                    04-123-5-6   36.49%     30.93%     28.05%     8.01%   
                    0-126-35-4   41.95%     35.54%     28.05%     8.68%   
                    0246-1-3-5   43.53%     28.36%     28.03%     4.95%   
                    0-1456-2-3   45.76%     32.80%     28.02%     6.37%   
                    034-12-5-6   32.83%     30.37%     28.01%     8.57%   
                    0-146-25-3   38.94%     32.84%     28.00%     6.42%   
                    06-15-2-34   30.32%     29.26%     27.95%     5.32%   
                    04-135-2-6   31.39%     30.52%     27.94%     6.97%   
                    045-1-26-3   31.82%     30.42%     27.92%     8.21%   
                    06-13-2-45   30.53%     28.95%     27.86%     5.24%   
                    034-1-26-5   32.04%     30.33%     27.86%     8.16%   
                    036-12-4-5   38.36%     29.75%     27.85%     6.27%   
                    034-15-2-6   29.09%     29.82%     27.84%     7.13%   
                    06-12-3-45   33.69%     29.37%     27.83%     6.37%   
                    03-14-26-5   32.97%     30.14%     27.78%     7.13%   
                    0-1346-2-5   45.91%     32.52%     27.78%     5.87%   
                    06-124-3-5   39.58%     28.33%     27.77%     5.36%   
                    05-13-26-4   32.40%     31.44%     27.71%     7.33%   
                    06-123-4-5   39.15%     29.44%     27.70%     5.45%   
                    036-15-2-4   34.63%     29.20%     27.68%     4.82%   
                    016-24-3-5   42.67%     28.31%     27.68%     5.44%   
                    04-125-3-6   35.20%     30.65%     27.67%     7.17%   
                    0-136-2-45   37.21%     33.47%     27.66%     6.71%   
                    06-134-2-5   34.84%     28.00%     27.62%     4.43%   
                    016-25-3-4   42.24%     29.32%     27.61%     5.67%   
                    06-135-2-4   34.05%     29.02%     27.59%     4.41%   
                    02-16-35-4   33.26%     30.54%     27.53%     6.19%   
                    016-2-34-5   41.09%     29.11%     27.48%     6.02%   
                    0-1256-3-4   50.93%     34.10%     27.48%     6.95%   
                    0-1236-4-5   51.44%     33.93%     27.36%     6.75%   
                    06-145-2-3   33.91%     27.73%     27.34%     3.88%   
                    06-125-3-4   37.86%     29.15%     27.32%     4.62%   
                    0156-2-3-4   48.99%     29.07%     27.31%     5.33%   
                    05-16-23-4   32.90%     31.21%     27.29%     6.74%   
                    026-14-3-5   38.51%     27.88%     27.27%     3.95%   
                    016-2-3-45   40.73%     28.66%     27.20%     5.62%   
                    046-13-2-5   34.27%     27.62%     27.17%     3.88%   
                    03-15-26-4   31.68%     30.68%     27.15%     6.51%   
                    0-1246-3-5   51.36%     32.49%     27.15%     6.28%   
                    046-12-3-5   37.43%     28.04%     27.14%     5.01%   
                    0-126-34-5   41.45%     33.92%     27.11%     7.50%   
                    046-15-2-3   33.69%     27.49%     26.98%     3.56%   
                    05-16-24-3   32.61%     29.80%     26.90%     5.86%   
                    0136-2-4-5   48.64%     28.60%     26.86%     4.25%   
                    02-156-3-4   39.08%     29.03%     26.84%     4.40%   
                    026-13-4-5   37.79%     28.55%     26.83%     3.65%   
                    0-126-3-45   41.09%     33.47%     26.83%     7.10%   
                    04-13-26-5   31.82%     30.03%     26.71%     6.27%   
                    05-16-2-34   31.03%     30.59%     26.71%     6.44%   
                    04-16-2-35   30.96%     30.81%     26.65%     6.56%   
                    026-15-3-4   37.21%     28.42%     26.64%     3.33%   
                    0146-2-3-5   48.42%     27.25%     26.60%     3.85%   
                    02-16-34-5   32.76%     28.92%     26.60%     5.02%   
                    03-156-2-4   37.21%     30.07%     26.58%     5.34%   
                    05-136-2-4   37.14%     30.30%     26.55%     5.06%   
                    03-16-24-5   32.47%     29.17%     26.54%     5.37%   
                    04-15-26-3   31.25%     29.91%     26.52%     5.95%   
                    035-16-2-4   32.97%     30.38%     26.51%     6.25%   
                    05-146-2-3   37.36%     29.00%     26.48%     4.74%   
                    03-16-25-4   32.04%     30.18%     26.47%     5.60%   
                    02-136-4-5   38.86%     28.63%     26.44%     3.63%   
                    023-16-4-5   36.06%     28.98%     26.39%     4.73%   
                    02-146-3-5   39.08%     27.33%     26.37%     3.31%   
                    02-16-3-45   32.40%     28.47%     26.32%     4.62%   
                    04-16-23-5   32.33%     29.81%     26.30%     5.68%   
                    025-16-3-4   35.49%     28.86%     26.27%     4.49%   
                    0126-3-4-5   54.38%     28.44%     26.21%     4.45%   
                    03-146-2-5   37.21%     28.38%     26.11%     4.24%   
                    03-16-2-45   30.53%     29.52%     26.06%     5.55%   
                    04-156-2-3   36.78%     29.30%     25.95%     4.77%   
                    04-16-25-3   31.61%     29.41%     25.84%     5.03%   
                    024-16-3-5   35.34%     27.43%     25.75%     3.73%   
                    05-126-3-4   41.02%     30.30%     25.72%     5.46%   
                    04-136-2-5   36.57%     28.90%     25.56%     4.00%   
                    03-126-4-5   40.88%     29.68%     25.35%     4.96%   
                    045-16-2-3   31.68%     28.33%     25.31%     4.69%   
                    034-16-2-5   31.90%     28.24%     25.25%     4.64%   
                    04-126-3-5   40.45%     28.90%     24.73%     4.40%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-234-56   37.14%     38.01%     33.96%     14.62%  
                    0-1-2345-6   38.79%     37.67%     33.30%     14.61%  
                    0-1-2356-4   47.70%     37.82%     32.45%     14.55%  
                    0-1-24-356   38.65%     37.77%     33.80%     14.46%  
                    0-1-2-3456   43.10%     37.25%     32.95%     14.37%  
                    01-2-356-4   43.03%     35.26%     33.73%     14.26%  
                    01-23-4-56   39.51%     35.42%     34.11%     14.10%  
                    01-235-4-6   39.51%     35.19%     33.66%     13.99%  
                    01-2-345-6   36.14%     34.75%     33.07%     13.92%  
                    01-2-34-56   37.64%     34.80%     33.52%     13.80%  
                    01-24-35-6   36.06%     34.67%     33.75%     13.75%  
                    0-12-356-4   41.45%     37.74%     31.96%     13.54%  
                    0-1-23-456   37.57%     37.23%     33.22%     13.49%  
                    01-24-3-56   39.22%     34.01%     33.72%     13.22%  
                    0-12-345-6   34.55%     37.23%     31.30%     13.19%  
                    01-234-5-6   39.44%     33.75%     33.20%     13.19%  
                    0-12-34-56   36.06%     37.28%     31.75%     13.07%  
                    0-1-256-34   38.43%     37.12%     31.73%     13.06%  
                    01-23-45-6   35.49%     34.02%     32.93%     13.05%  
                    0-1-235-46   35.92%     37.00%     32.98%     12.94%  
                    01-25-34-6   35.13%     34.07%     32.75%     12.80%  
                    0-1-26-345   33.76%     37.20%     31.15%     12.77%  
                    0-14-2-356   39.01%     36.66%     32.43%     12.71%  
                    0-14-23-56   35.49%     36.82%     32.81%     12.54%  
                    01-2-35-46   36.85%     33.98%     33.02%     12.49%  
                    0-1-245-36   35.27%     36.64%     32.55%     12.49%  
                    0-14-235-6   35.49%     36.59%     32.36%     12.44%  
                    0-1-2456-3   46.05%     35.88%     31.56%     12.44%  
                    01-2-3-456   41.67%     33.31%     32.77%     12.41%  
                    01-26-35-4   38.07%     34.61%     31.78%     12.40%  
                    01-245-3-6   38.36%     33.24%     32.71%     12.36%  
                    01-256-3-4   44.40%     33.82%     31.87%     12.28%  
                    0-1-246-35   38.07%     36.69%     31.75%     12.27%  
                    012-35-4-6   42.17%     33.44%     31.43%     12.20%  
                    0-124-35-6   38.43%     36.46%     31.44%     12.19%  
                    0-1-2346-5   46.34%     35.66%     31.37%     12.18%  
                    01-25-36-4   38.00%     34.16%     32.73%     12.15%  
                    01-2-36-45   36.49%     33.50%     32.32%     12.10%  
                    0-1-236-45   38.00%     36.33%     31.11%     12.10%  
                    0-1-25-346   36.42%     36.23%     32.19%     11.98%  
                    04-1-2-356   36.06%     33.55%     31.21%     11.94%  
                    05-1-234-6   33.05%     33.44%     31.67%     11.92%  
                    01-24-36-5   38.43%     33.15%     32.80%     11.92%  
                    04-1-23-56   32.54%     33.71%     31.59%     11.78%  
                    0-12-35-46   35.27%     36.46%     31.25%     11.77%  
                    0-123-4-56   41.16%     36.91%     31.34%     11.76%  
                    01-236-4-5   44.32%     33.47%     31.53%     11.72%  
                    014-2-35-6   37.43%     32.89%     31.51%     11.71%  
                    0-12-3-456   40.09%     35.79%     31.00%     11.69%  
                    04-1-235-6   32.54%     33.47%     31.14%     11.67%  
                    012-3-4-56   45.33%     32.78%     31.40%     11.67%  
                    0-124-3-56   41.59%     35.80%     31.41%     11.67%  
                    01-23-46-5   38.22%     32.98%     32.67%     11.61%  
                    02-1-356-4   38.36%     33.28%     32.10%     11.57%  
                    01-2-346-5   41.24%     32.71%     32.20%     11.55%  
                    03-1-24-56   32.69%     33.07%     31.83%     11.46%  
                    0-12-36-45   34.91%     35.98%     30.55%     11.37%  
                    0-13-24-56   34.48%     36.07%     31.98%     11.36%  
                    02-1-345-6   31.47%     32.77%     31.43%     11.23%  
                    01-26-34-5   37.57%     32.99%     30.84%     11.22%  
                    014-2-3-56   40.59%     32.22%     31.47%     11.18%  
                    035-1-24-6   31.11%     32.53%     31.10%     11.12%  
                    02-1-34-56   32.97%     32.82%     31.89%     11.11%  
                    013-2-4-56   40.30%     32.99%     31.44%     11.09%  
                    012-34-5-6   41.67%     31.82%     30.50%     11.02%  
                    0-15-234-6   34.12%     35.68%     31.26%     11.01%  
                    01-25-3-46   37.50%     32.58%     32.21%     10.96%  
                    0-14-26-35   34.05%     36.01%     30.47%     10.85%  
                    01-26-3-45   37.21%     32.55%     30.56%     10.83%  
                    023-1-4-56   36.28%     32.88%     31.67%     10.83%  
                    014-23-5-6   38.79%     31.88%     31.16%     10.82%  
                    0-12-346-5   39.66%     35.19%     30.43%     10.82%  
                    0-134-2-56   36.85%     35.47%     31.26%     10.74%  
                    034-1-2-56   32.11%     32.15%     30.54%     10.73%  
                    015-23-4-6   38.07%     32.74%     31.19%     10.73%  
                    0-14-256-3   40.37%     35.21%     30.56%     10.72%  
                    0-123-45-6   37.14%     35.51%     30.16%     10.71%  
                    03-1-2-456   35.13%     32.37%     30.87%     10.66%  
                    05-1-24-36   32.04%     32.84%     31.27%     10.65%  
                    012-3-45-6   41.31%     31.38%     30.22%     10.62%  
                    03-1-245-6   31.82%     32.30%     30.81%     10.61%  
                    0345-1-2-6   32.18%     31.78%     29.90%     10.59%  
                    0-14-25-36   33.98%     35.56%     31.42%     10.59%  
                    0-13-2-456   36.93%     35.37%     31.02%     10.56%  
                    0235-1-4-6   37.86%     32.45%     30.95%     10.54%  
                    03-12-4-56   35.49%     33.04%     29.99%     10.54%  
                    03-1-256-4   37.86%     32.88%     29.98%     10.52%  
                    0-13-245-6   33.62%     35.30%     30.96%     10.51%  
                    04-12-35-6   31.90%     32.93%     29.40%     10.50%  
                    05-1-236-4   37.93%     33.16%     30.00%     10.46%  
                    015-2-34-6   36.21%     32.12%     30.60%     10.44%  
                    045-1-23-6   30.10%     31.89%     30.29%     10.43%  
                    0-13-256-4   39.66%     35.88%     30.13%     10.42%  
                    05-12-34-6   31.97%     32.71%     29.46%     10.38%  
                    012-36-4-5   44.54%     31.92%     30.48%     10.37%  
                    0-124-36-5   40.80%     34.94%     30.48%     10.36%  
                    024-1-35-6   32.40%     32.00%     31.07%     10.35%  
                    05-1-23-46   31.82%     32.66%     31.14%     10.35%  
                    0-1234-5-6   45.04%     34.68%     30.22%     10.34%  
                    01-246-3-5   43.53%     31.77%     30.96%     10.31%  
                    05-1-2-346   34.84%     32.40%     30.67%     10.29%  
                    0-125-34-6   36.21%     35.67%     30.05%     10.27%  
                    035-12-4-6   33.91%     32.50%     29.27%     10.19%  
                    014-25-3-6   38.07%     31.48%     30.70%     10.18%  
                    0-14-236-5   40.30%     34.87%     30.23%     10.16%  
                    013-25-4-6   37.79%     32.25%     30.67%     10.09%  
                    04-1-26-35   31.11%     32.90%     29.26%     10.08%  
                    013-2-45-6   36.28%     31.59%     30.26%     10.05%  
                    0-1235-4-6   43.82%     35.79%     30.17%     9.98%   
                    04-12-3-56   35.06%     32.26%     29.37%     9.97%   
                    05-1-26-34   31.18%     32.68%     29.31%     9.96%   
                    04-1-256-3   37.43%     32.10%     29.35%     9.96%   
                    025-1-34-6   32.04%     31.81%     30.66%     9.93%   
                    014-2-36-5   39.80%     31.36%     30.55%     9.88%   
                    035-1-2-46   31.90%     31.84%     30.36%     9.86%   
                    013-24-5-6   38.22%     31.24%     30.74%     9.86%   
                    015-24-3-6   37.79%     31.33%     30.80%     9.85%   
                    05-14-23-6   31.39%     32.25%     30.51%     9.85%   
                    0-145-23-6   34.12%     34.87%     30.66%     9.83%   
                    04-1-25-36   31.03%     32.45%     30.21%     9.82%   
                    024-1-3-56   35.56%     31.33%     31.04%     9.82%   
                    02-1-35-46   32.18%     32.00%     31.38%     9.80%   
                    015-2-36-4   39.08%     32.22%     30.58%     9.78%   
                    023-1-45-6   32.26%     31.48%     30.49%     9.78%   
                    035-1-26-4   33.12%     32.47%     29.12%     9.77%   
                    0-15-24-36   33.12%     35.08%     30.86%     9.74%   
                    0-134-25-6   34.34%     34.73%     30.49%     9.74%   
                    034-1-25-6   29.60%     31.41%     29.77%     9.73%   
                    05-12-36-4   34.84%     32.81%     29.44%     9.73%   
                    02-1-3-456   37.00%     31.33%     31.13%     9.72%   
                    03-14-2-56   33.05%     31.96%     30.46%     9.71%   
                    0-125-36-4   39.08%     35.77%     30.03%     9.62%   
                    0123-4-5-6   48.20%     31.14%     29.58%     9.55%   
                    0-15-236-4   39.01%     35.40%     29.60%     9.54%   
                    0356-1-2-4   41.74%     31.78%     30.34%     9.53%   
                    03-12-45-6   31.47%     31.64%     28.81%     9.49%   
                    0-135-24-6   33.98%     34.75%     30.52%     9.49%   
                    045-1-2-36   31.11%     31.37%     29.68%     9.48%   
                    056-1-23-4   36.78%     32.10%     30.91%     9.45%   
                    0-15-23-46   32.90%     34.91%     30.74%     9.44%   
                    02-1-36-45   31.82%     31.52%     30.68%     9.41%   
                    04-1-236-5   37.36%     31.75%     29.01%     9.40%   
                    0-15-2-346   35.92%     34.64%     30.27%     9.38%   
                    0124-3-5-6   48.20%     29.97%     29.42%     9.37%   
                    035-14-2-6   31.47%     31.42%     29.73%     9.36%   
                    0234-1-5-6   37.21%     30.72%     30.15%     9.35%   
                    0-16-235-4   37.00%     35.55%     29.14%     9.33%   
                    02-14-35-6   31.75%     31.58%     30.75%     9.30%   
                    025-1-36-4   34.91%     31.90%     30.64%     9.28%   
                    0-123-46-5   39.87%     34.46%     29.90%     9.27%   
                    0-16-2-345   33.62%     35.11%     28.55%     9.25%   
                    0-1245-3-6   43.39%     34.33%     29.80%     9.22%   
                    03-1-25-46   30.96%     31.64%     30.32%     9.21%   
                    012-3-46-5   44.04%     30.34%     29.96%     9.18%   
                    056-1-2-34   34.91%     31.48%     30.32%     9.15%   
                    06-1-235-4   35.20%     31.98%     30.79%     9.12%   
                    0-13-25-46   32.76%     34.64%     30.47%     9.11%   
                    0-1345-2-6   38.00%     34.28%     29.90%     9.08%   
                    0-16-24-35   33.55%     35.03%     29.23%     9.08%   
                    03-1-26-45   30.68%     31.61%     28.67%     9.07%   
                    05-123-4-6   37.07%     32.34%     29.04%     9.07%   
                    0135-2-4-6   41.38%     31.33%     29.61%     9.06%   
                    05-1-246-3   37.14%     31.46%     29.43%     9.05%   
                    0-15-26-34   32.26%     34.92%     28.91%     9.05%   
                    06-1-2-345   31.82%     31.54%     30.20%     9.04%   
                    05-124-3-6   37.50%     31.23%     29.11%     8.97%   
                    0-13-26-45   32.47%     34.61%     28.82%     8.97%   
                    0125-3-4-6   47.05%     31.01%     29.41%     8.94%   
                    05-14-2-36   32.40%     31.72%     29.90%     8.90%   
                    0-145-2-36   35.13%     34.35%     30.05%     8.88%   
                    06-1-24-35   31.75%     31.46%     30.88%     8.87%   
                    02-1-346-5   36.57%     30.73%     30.56%     8.86%   
                    04-13-2-56   31.90%     31.85%     29.39%     8.84%   
                    0245-1-3-6   36.28%     30.46%     29.94%     8.84%   
                    02-14-3-56   34.91%     30.91%     30.72%     8.78%   
                    0134-2-5-6   41.59%     30.08%     29.25%     8.74%   
                    03-14-25-6   30.53%     31.22%     29.69%     8.71%   
                    0-126-35-4   41.95%     35.54%     28.05%     8.68%   
                    05-13-24-6   30.39%     31.50%     29.68%     8.67%   
                    04-12-36-5   34.27%     31.40%     28.44%     8.67%   
                    045-12-3-6   32.61%     30.45%     28.07%     8.63%   
                    013-2-46-5   39.01%     30.54%     30.00%     8.61%   
                    014-26-3-5   40.52%     30.41%     28.79%     8.60%   
                    015-2-3-46   38.58%     30.63%     30.06%     8.60%   
                    034-12-5-6   32.83%     30.37%     28.01%     8.57%   
                    056-1-24-3   36.49%     30.69%     30.51%     8.57%   
                    03-1-246-5   37.00%     30.83%     29.06%     8.56%   
                    05-12-3-46   34.34%     31.22%     28.92%     8.55%   
                    0-16-234-5   36.93%     34.11%     28.67%     8.52%   
                    013-26-4-5   40.23%     31.18%     28.76%     8.52%   
                    024-1-36-5   34.77%     30.47%     30.12%     8.52%   
                    015-26-3-4   39.80%     31.26%     28.82%     8.51%   
                    03-124-5-6   37.36%     30.60%     28.75%     8.48%   
                    02-13-4-56   34.20%     31.58%     30.28%     8.47%   
                    0-13-246-5   38.79%     33.83%     29.21%     8.45%   
                    0-125-3-46   38.58%     34.18%     29.51%     8.44%   
                    0145-2-3-6   40.80%     30.02%     29.18%     8.44%   
                    0-16-23-45   32.97%     34.38%     28.41%     8.38%   
                    023-1-46-5   34.99%     30.43%     30.23%     8.34%   
                    06-1-234-5   35.13%     30.54%     30.32%     8.31%   
                    0-135-2-46   34.77%     34.05%     29.78%     8.24%   
                    045-1-26-3   31.82%     30.42%     27.92%     8.21%   
                    06-1-23-45   31.18%     30.81%     30.06%     8.17%   
                    04-15-23-6   29.53%     31.38%     28.89%     8.17%   
                    0-156-23-4   39.66%     34.93%     28.93%     8.17%   
                    0-134-26-5   36.78%     33.66%     28.58%     8.16%   
                    034-1-26-5   32.04%     30.33%     27.86%     8.16%   
                    0-135-26-4   35.99%     34.68%     28.54%     8.14%   
                    0-15-246-3   38.22%     33.70%     29.02%     8.14%   
                    0-16-25-34   32.61%     34.42%     28.23%     8.13%   
                    025-1-3-46   34.41%     30.32%     30.12%     8.10%   
                    03-12-46-5   34.20%     30.60%     28.55%     8.05%   
                    05-134-2-6   32.76%     30.90%     28.96%     8.05%   
                    04-123-5-6   36.49%     30.93%     28.05%     8.01%   
                    0-146-2-35   38.29%     34.24%     28.81%     7.95%   
                    06-12-35-4   34.55%     31.43%     29.05%     7.95%   
                    06-1-25-34   30.82%     30.85%     29.88%     7.92%   
                    0-156-2-34   37.79%     34.31%     28.34%     7.87%   
                    03-15-24-6   29.67%     30.74%     29.13%     7.86%   
                    023-14-5-6   34.55%     30.01%     29.60%     7.84%   
                    04-13-25-6   29.38%     31.11%     28.62%     7.84%   
                    03-125-4-6   35.63%     31.43%     28.30%     7.74%   
                    0-16-245-3   35.85%     33.60%     28.18%     7.70%   
                    046-1-2-35   33.55%     30.48%     29.71%     7.69%   
                    056-12-3-4   39.30%     30.66%     28.68%     7.65%   
                    05-14-26-3   33.12%     30.77%     28.14%     7.63%   
                    0-145-26-3   35.85%     33.39%     28.29%     7.61%   
                    0456-1-2-3   39.94%     29.76%     29.31%     7.60%   
                    025-14-3-6   33.98%     29.90%     29.49%     7.60%   
                    02-15-34-6   29.96%     30.49%     29.19%     7.51%   
                    045-13-2-6   29.45%     30.03%     28.09%     7.50%   
                    0-126-34-5   41.45%     33.92%     27.11%     7.50%   
                    06-1-245-3   34.05%     30.03%     29.83%     7.49%   
                    02-14-36-5   34.12%     30.05%     29.79%     7.47%   
                    026-1-35-4   37.07%     31.41%     29.38%     7.46%   
                    02-13-45-6   30.17%     30.18%     29.10%     7.43%   
                    036-1-25-4   35.13%     30.79%     29.61%     7.42%   
                    05-13-2-46   31.18%     30.80%     28.94%     7.42%   
                    0-1356-2-4   46.41%     34.37%     28.46%     7.39%   
                    036-1-2-45   33.62%     30.13%     29.20%     7.38%   
                    05-13-26-4   32.40%     31.44%     27.71%     7.33%   
                    025-13-4-6   33.26%     30.56%     29.05%     7.29%   
                    0-156-24-3   39.37%     33.52%     28.54%     7.29%   
                    0256-1-3-4   44.97%     30.56%     29.12%     7.25%   
                    04-15-2-36   30.53%     30.86%     28.28%     7.22%   
                    023-15-4-6   33.26%     30.55%     28.98%     7.22%   
                    016-2-35-4   41.59%     30.73%     28.42%     7.20%   
                    036-1-24-5   35.56%     29.78%     29.68%     7.19%   
                    04-125-3-6   35.20%     30.65%     27.67%     7.17%   
                    03-14-26-5   32.97%     30.14%     27.78%     7.13%   
                    034-15-2-6   29.09%     29.82%     27.84%     7.13%   
                    06-14-2-35   32.11%     30.35%     29.52%     7.12%   
                    0-126-3-45   41.09%     33.47%     26.83%     7.10%   
                    0-146-23-5   39.66%     33.24%     28.46%     7.07%   
                    03-145-2-6   31.68%     30.01%     28.32%     7.00%   
                    04-135-2-6   31.39%     30.52%     27.94%     6.97%   
                    0-1256-3-4   50.93%     34.10%     27.48%     6.95%   
                    02-15-36-4   32.83%     30.59%     29.17%     6.85%   
                    056-14-2-3   36.85%     29.58%     29.15%     6.82%   
                    046-1-23-5   34.91%     29.48%     29.36%     6.81%   
                    06-12-34-5   34.05%     29.81%     28.12%     6.77%   
                    0-136-25-4   38.72%     34.14%     28.07%     6.75%   
                    0-1236-4-5   51.44%     33.93%     27.36%     6.75%   
                    05-16-23-4   32.90%     31.21%     27.29%     6.74%   
                    0-136-2-45   37.21%     33.47%     27.66%     6.71%   
                    02-134-5-6   34.48%     29.23%     28.86%     6.62%   
                    03-15-2-46   30.46%     30.05%     28.39%     6.61%   
                    02-135-4-6   33.69%     30.25%     28.82%     6.60%   
                    04-16-2-35   30.96%     30.81%     26.65%     6.56%   
                    024-13-5-6   33.12%     29.13%     28.53%     6.53%   
                    0-136-24-5   39.15%     33.12%     28.14%     6.52%   
                    056-13-2-4   36.14%     30.24%     28.71%     6.52%   
                    03-15-26-4   31.68%     30.68%     27.15%     6.51%   
                    0346-1-2-5   39.37%     29.09%     28.74%     6.51%   
                    05-16-2-34   31.03%     30.59%     26.71%     6.44%   
                    0236-1-4-5   44.76%     30.13%     28.73%     6.44%   
                    0-146-25-3   38.94%     32.84%     28.00%     6.42%   
                    0-1456-2-3   45.76%     32.80%     28.02%     6.37%   
                    06-12-3-45   33.69%     29.37%     27.83%     6.37%   
                    016-23-4-5   42.96%     29.72%     28.07%     6.31%   
                    026-1-34-5   36.57%     29.79%     28.44%     6.28%   
                    0-1246-3-5   51.36%     32.49%     27.15%     6.28%   
                    036-12-4-5   38.36%     29.75%     27.85%     6.27%   
                    04-13-26-5   31.82%     30.03%     26.71%     6.27%   
                    035-16-2-4   32.97%     30.38%     26.51%     6.25%   
                    06-14-23-5   33.48%     29.34%     29.17%     6.23%   
                    024-15-3-6   32.54%     29.01%     28.34%     6.22%   
                    02-16-35-4   33.26%     30.54%     27.53%     6.19%   
                    046-1-25-3   34.20%     29.08%     28.90%     6.16%   
                    02-145-3-6   33.55%     28.96%     28.57%     6.06%   
