                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01-245-36   45.34%     44.57%     38.73%     14.62%  
                     06-125-34   42.91%     47.82%     38.27%     14.62%  
                     013-256-4   52.23%     48.51%     42.05%     14.61%  
                     035-126-4   47.37%     48.72%     39.91%     14.53%  
                     01-236-45   47.37%     42.43%     39.12%     14.44%  
                     016-25-34   48.58%     45.59%     40.05%     14.08%  
                     014-26-35   50.61%     43.81%     39.83%     14.06%  
                     0156-23-4   53.44%     47.78%     41.70%     14.00%  
                     036-125-4   44.53%     48.22%     38.25%     13.90%  
                     014-25-36   49.80%     43.85%     38.64%     13.79%  
                     015-26-34   46.56%     45.37%     39.39%     13.74%  
                     05-12-346   38.46%     46.25%     36.44%     13.46%  
                     056-123-4   47.77%     48.38%     39.46%     13.40%  
                     0356-12-4   42.11%     47.92%     37.22%     13.38%  
                     0-16-2345   40.89%     44.95%     40.08%     13.34%  
                     014-2-356   48.99%     43.48%     37.91%     13.28%  
                     01-2-3456   42.91%     42.49%     36.77%     13.26%  
                     05-1246-3   53.44%     45.85%     39.83%     13.25%  
                     0-146-235   42.11%     45.04%     41.75%     13.21%  
                     0-15-2346   39.68%     44.89%     38.44%     12.98%  
                     06-124-35   45.75%     45.59%     38.24%     12.89%  
                     05-124-36   45.34%     45.71%     37.71%     12.78%  
                     016-24-35   48.99%     43.65%     39.67%     12.76%  
                     015-246-3   48.99%     43.94%     38.97%     12.70%  
                     06-12-345   38.46%     45.28%     36.28%     12.70%  
                     04-16-235   38.87%     44.29%     39.18%     12.58%  
                     016-245-3   50.61%     43.78%     39.48%     12.52%  
                     056-12-34   38.87%     45.96%     36.15%     12.46%  
                     045-126-3   46.96%     44.99%     37.91%     12.43%  
                     046-125-3   44.53%     45.08%     36.59%     12.43%  
                     012-35-46   55.87%     44.78%     36.60%     12.34%  
                     046-12-35   40.08%     44.95%     36.00%     12.31%  
                     0-134-256   42.11%     44.27%     41.20%     12.24%  
                     0136-25-4   55.87%     46.86%     41.13%     12.18%  
                     015-24-36   46.15%     43.48%     37.81%     12.15%  
                     06-1245-3   50.20%     45.41%     38.19%     12.11%  
                     0-145-236   40.08%     44.50%     40.11%     11.98%  
                     01-2346-5   52.23%     38.09%     36.44%     11.98%  
                     0-12346-5   65.18%     40.36%     38.80%     11.95%  
                     0125-3-46   61.54%     44.59%     36.46%     11.93%  
                     0135-26-4   53.85%     46.72%     40.66%     11.91%  
                     05-1-2346   38.06%     42.58%     35.71%     11.68%  
                     04-15-236   37.25%     43.92%     37.32%     11.67%  
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     045-12-36   39.27%     44.65%     35.09%     11.59%  
                     05-14-236   38.46%     42.59%     38.33%     11.48%  
                     0146-25-3   55.47%     42.95%     39.10%     11.44%  
                     06-14-235   38.06%     42.56%     38.01%     11.40%  
                     0-13-2456   39.27%     43.70%     39.20%     11.34%  
                     015-2-346   44.53%     42.58%     36.29%     11.31%  
                     0-123-456   45.34%     42.70%     37.68%     11.24%  
                     01-234-56   46.96%     38.11%     36.46%     11.22%  
                     0-156-234   39.68%     43.79%     39.72%     11.15%  
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     0126-3-45   64.78%     43.19%     37.15%     11.10%  
                     04-13-256   38.06%     43.30%     38.46%     11.09%  
                     06-1-2345   37.25%     42.24%     35.17%     11.07%  
                     016-2-345   46.96%     41.90%     37.45%     11.06%  
                     012-36-45   55.47%     43.27%     35.47%     11.04%  
                     04-1236-5   57.49%     39.84%     37.19%     11.02%  
                     0-1356-24   42.91%     43.22%     40.78%     10.91%  
                     01-23-456   42.91%     38.89%     36.35%     10.90%  
                     014-235-6   54.25%     36.03%     36.82%     10.88%  
                     056-124-3   46.15%     43.87%     36.71%     10.85%  
                     015-23-46   46.15%     41.26%     37.02%     10.80%  
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     04-1235-6   54.25%     38.21%     36.21%     10.79%  
                     0-136-245   40.89%     43.20%     40.35%     10.73%  
                     0-135-246   39.68%     43.33%     39.58%     10.72%  
                     0156-2-34   50.20%     43.56%     37.97%     10.72%  
                     014-236-5   55.06%     37.42%     36.75%     10.67%  
                     0156-24-3   52.23%     42.91%     38.78%     10.62%  
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     05-123-46   45.75%     43.14%     36.76%     10.59%  
                     0145-26-3   53.04%     42.60%     38.42%     10.56%  
                     046-1-235   35.63%     41.66%     34.68%     10.51%  
                     0-1346-25   44.53%     42.89%     40.78%     10.45%  
                     0146-2-35   53.85%     41.66%     37.90%     10.23%  
                     016-23-45   48.58%     39.92%     37.75%     10.12%  
                     03-125-46   41.70%     42.12%     34.81%     10.08%  
                     01356-2-4   59.11%     45.32%     39.53%     10.02%  
                     045-1-236   35.63%     41.27%     34.62%     9.97%   
                     04-136-25   40.08%     42.18%     38.83%     9.89%   
                     0126-34-5   65.99%     40.69%     35.44%     9.73%   
                     04-123-56   47.37%     40.26%     35.93%     9.72%   
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     0125-34-6   62.35%     39.10%     34.54%     9.65%   
                     0-1345-26   42.51%     42.49%     39.92%     9.54%   
                     0456-12-3   40.49%     42.72%     34.20%     9.52%   
                     03-126-45   44.53%     40.81%     35.92%     9.50%   
                     06-123-45   45.75%     41.50%     36.16%     9.41%   
                     014-23-56   50.20%     36.75%     36.02%     9.38%   
                     04-135-26   38.46%     41.93%     37.91%     9.35%   
                     04-156-23   37.65%     42.13%     37.85%     9.31%   
                     02356-1-4   46.15%     45.20%     35.09%     9.21%   
                     05-16-234   37.25%     41.25%     37.08%     9.11%   
                     03-14-256   36.44%     40.52%     36.54%     9.08%   
                     0145-2-36   50.61%     41.37%     36.03%     9.07%   
                     0-1456-23   40.89%     42.48%     39.73%     9.02%   
                     035-12-46   38.46%     41.30%     33.38%     8.95%   
                     034-1-256   34.82%     40.34%     33.71%     8.94%   
                     0124-3-56   65.59%     39.40%     34.71%     8.74%   
                     012-346-5   57.09%     39.22%     33.04%     8.74%   
                     04-1356-2   42.11%     41.06%     37.88%     8.60%   
                     013-25-46   47.77%     40.09%     36.27%     8.28%   
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     0-13456-2   46.56%     41.38%     39.26%     8.24%   
                     03-1-2456   34.82%     39.94%     33.54%     8.23%   
                     0124-35-6   66.40%     36.86%     34.25%     8.21%   
                     016-234-5   53.04%     36.27%     35.82%     8.19%   
                     06-15-234   35.22%     40.85%     34.90%     8.14%   
                     056-1-234   34.41%     39.70%     33.34%     8.07%   
                     01235-4-6   74.09%     40.95%     36.45%     7.98%   
                     015-234-6   50.20%     34.62%     34.89%     7.97%   
                     05-146-23   38.46%     40.33%     37.78%     7.90%   
                     05-13-246   36.44%     40.43%     36.54%     7.87%   
                     0124-36-5   66.40%     38.34%     33.32%     7.81%   
                     036-12-45   38.46%     39.49%     32.83%     7.75%   
                     05-136-24   38.87%     40.17%     37.83%     7.71%   
                     05-134-26   39.27%     40.01%     37.61%     7.66%   
                     01236-4-5   77.73%     42.49%     37.19%     7.63%   
                     02-1356-4   44.13%     44.50%     38.46%     7.57%   
                     06-134-25   38.87%     39.93%     36.95%     7.49%   
                     025-136-4   43.32%     44.51%     38.14%     7.45%   
                     0256-13-4   42.91%     44.53%     36.85%     7.42%   
                     03-12-456   36.44%     38.66%     32.45%     7.34%   
                     056-14-23   35.22%     39.02%     35.21%     7.33%   
                     0256-1-34   38.46%     42.39%     33.11%     7.27%   
                     013-26-45   48.18%     38.53%     36.33%     7.27%   
                     01246-3-5   76.11%     38.13%     34.67%     7.26%   
                     06-13-245   35.63%     39.98%     35.73%     7.18%   
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     035-1-246   33.60%     38.87%     32.74%     7.02%   
                     01456-2-3   57.09%     40.67%     36.74%     7.01%   
                     06-135-24   36.84%     39.85%     36.25%     7.00%   
                     05-1234-6   55.06%     35.55%     34.91%     6.99%   
                     045-16-23   35.22%     39.25%     35.23%     6.87%   
                     0235-16-4   43.32%     44.20%     36.42%     6.81%   
                     026-135-4   42.11%     44.15%     37.15%     6.79%   
                     034-12-56   39.68%     37.01%     31.60%     6.78%   
                     035-14-26   35.22%     38.46%     34.80%     6.76%   
                     06-1234-5   55.47%     36.91%     34.52%     6.70%   
                     034-126-5   48.18%     36.29%     33.03%     6.70%   
                     03-124-56   44.53%     36.94%     33.33%     6.61%   
                     06-145-23   36.03%     39.76%     35.81%     6.61%   
                     036-14-25   34.82%     38.21%     34.20%     6.58%   
                     046-13-25   35.22%     39.05%     34.62%     6.56%   
                     02-14-356   35.63%     41.07%     34.14%     6.51%   
                     046-15-23   33.60%     39.27%     33.43%     6.51%   
                     034-16-25   35.22%     38.72%     34.36%     6.47%   
                     034-125-6   44.94%     34.61%     31.72%     6.37%   
                     03-16-245   34.82%     38.94%     34.97%     6.34%   
                     01245-3-6   72.06%     36.44%     33.76%     6.32%   
                     036-1-245   32.79%     38.25%     31.97%     6.31%   
                     024-1-356   36.03%     41.05%     31.95%     6.31%   
                     0356-1-24   33.20%     37.95%     31.71%     6.16%   
                     03-1246-5   53.44%     36.02%     34.06%     6.15%   
                     03-146-25   37.25%     38.67%     36.02%     6.14%   
                     0346-1-25   33.60%     37.71%     31.21%     6.12%   
                     045-13-26   35.22%     38.70%     34.89%     6.11%   
                     0146-23-5   56.68%     34.78%     35.08%     6.11%   
                     03-15-246   33.60%     38.98%     33.61%     6.06%   
                     025-16-34   37.25%     41.88%     34.69%     6.03%   
                     025-1-346   34.01%     40.62%     31.25%     5.98%   
                     0256-14-3   42.51%     40.55%     34.76%     5.98%   
                     05-1346-2   42.51%     38.72%     36.88%     5.97%   
                     046-123-5   48.58%     36.27%     32.77%     5.85%   
                     0345-1-26   33.60%     37.58%     31.54%     5.78%   
                     026-14-35   38.87%     40.17%     34.73%     5.77%   
                     0456-1-23   32.79%     37.62%     31.61%     5.69%   
                     0135-2-46   50.20%     38.39%     34.57%     5.68%   
                     0236-15-4   42.11%     43.70%     34.70%     5.67%   
                     034-15-26   33.60%     38.39%     32.84%     5.66%   
                     025-14-36   37.65%     40.34%     33.61%     5.62%   
                     035-16-24   34.41%     38.11%     34.31%     5.58%   
                     045-123-6   47.77%     34.50%     32.78%     5.52%   
                     02-1-3456   31.98%     39.40%     30.69%     5.40%   
                     056-13-24   34.41%     38.12%     34.38%     5.39%   
                     03-156-24   35.22%     38.45%     35.09%     5.36%   
                     0145-23-6   53.44%     33.01%     34.14%     5.34%   
                     03-1245-6   49.80%     34.22%     32.82%     5.29%   
                     026-1-345   34.82%     39.60%     31.67%     5.26%   
                     013-24-56   48.18%     35.21%     34.43%     5.23%   
                     026-15-34   36.03%     41.43%     33.09%     5.10%   
                     035-124-6   46.56%     33.71%     32.02%     5.07%   
                     0246-1-35   39.68%     39.85%     32.13%     5.02%   
                     03-145-26   35.22%     38.17%     34.72%     5.01%   
                     045-136-2   38.06%     37.67%     34.95%     5.00%   
                     02-156-34   36.44%     41.35%     34.69%     4.99%   
                     0356-14-2   35.22%     36.76%     32.55%     4.96%   
                     0136-2-45   52.63%     36.98%     35.09%     4.93%   
                     046-135-2   36.44%     37.77%     33.75%     4.92%   
                     06-1345-2   40.08%     38.25%     35.36%     4.88%   
                     013-246-5   51.82%     34.61%     34.20%     4.86%   
                     036-124-5   46.96%     34.90%     31.68%     4.77%   
                     024-16-35   38.87%     39.84%     34.21%     4.72%   
                     0346-12-5   42.51%     34.66%     29.78%     4.62%   
                     023-156-4   40.89%     43.05%     35.94%     4.62%   
                     036-15-24   32.39%     37.53%     32.18%     4.59%   
                     0245-1-36   38.06%     39.78%     30.89%     4.48%   
                     013-245-6   50.61%     32.81%     33.78%     4.45%   
                     013-2-456   45.34%     35.49%     33.29%     4.45%   
                     02-146-35   38.87%     39.62%     35.24%     4.45%   
                     02-16-345   34.41%     39.29%     33.35%     4.42%   
                     0345-12-6   41.70%     33.09%     29.85%     4.40%   
                     025-146-3   41.70%     39.80%     35.17%     4.26%   
                     02456-1-3   43.32%     39.72%     31.72%     4.26%   
                     056-134-2   37.65%     36.93%     34.22%     4.24%   
                     02-15-346   32.39%     39.86%     31.33%     4.20%   
                     034-156-2   35.63%     37.09%     33.10%     4.02%   
                     035-146-2   36.84%     36.69%     33.98%     3.91%   
                     0134-25-6   56.28%     32.21%     33.70%     3.89%   
                     0134-26-5   57.09%     33.64%     33.97%     3.78%   
                     024-15-36   36.44%     39.56%     31.50%     3.63%   
                     0245-16-3   41.70%     39.48%     33.62%     3.60%   
                     03456-1-2   34.01%     35.58%     29.14%     3.60%   
                     024-156-3   40.89%     39.49%     34.15%     3.49%   
                     0136-24-5   55.87%     33.83%     34.19%     3.46%   
                     0345-16-2   34.82%     36.05%     31.89%     3.40%   
                     0135-24-6   53.04%     32.25%     33.46%     3.31%   
                     0134-2-56   53.85%     33.47%     32.97%     3.21%   
                     0246-15-3   40.89%     39.27%     32.15%     3.05%   
                     02-145-36   36.03%     39.17%     32.74%     3.04%   
                     026-145-3   40.08%     39.19%     33.79%     3.01%   
                     0235-1-46   38.46%     37.41%     29.98%     2.96%   
                     0346-15-2   33.20%     35.85%     30.03%     2.93%   
                     03-1456-2   37.65%     36.65%     34.08%     2.77%   
                     036-145-2   34.41%     35.95%     32.07%     2.60%   
                     0456-13-2   34.01%     35.53%     31.62%     2.55%   
                     025-13-46   36.84%     37.22%     31.99%     2.33%   
                     02-1456-3   40.89%     38.88%     34.48%     2.30%   
                     02-135-46   36.84%     37.04%     32.39%     2.09%   
                     02-136-45   38.87%     35.73%     33.37%     1.61%   
                     0236-1-45   39.27%     35.67%     29.84%     1.60%   
                     0123-46-5   65.59%     35.19%     31.66%     1.42%   
                     026-13-45   37.65%     35.54%     31.98%     1.19%   
                     01346-2-5   61.94%     31.94%     32.43%     0.85%   
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     01345-2-6   58.70%     30.24%     31.66%     0.18%   
                     023-15-46   35.22%     36.02%     29.59%     0.03%   
                     02-13-456   33.20%     33.72%     30.27%     -0.10%  
                     023-16-45   37.25%     34.79%     31.17%     -0.18%  
                     02-134-56   39.27%     32.24%     31.25%     -0.47%  
                     0235-14-6   43.32%     30.09%     29.71%     -0.61%  
                     023-1-456   33.20%     33.28%     27.79%     -0.62%  
                     024-13-56   38.46%     32.23%     30.06%     -0.72%  
                     023-14-56   38.06%     31.81%     29.77%     -1.03%  
                     0236-14-5   44.53%     31.34%     29.78%     -1.06%  
                     025-134-6   42.91%     29.88%     30.73%     -1.20%  
                     024-136-5   44.53%     31.38%     31.11%     -1.27%  
                     0234-1-56   39.68%     31.82%     27.48%     -1.32%  
                     026-134-5   44.13%     31.20%     30.92%     -1.44%  
                     02-1346-5   45.75%     31.13%     31.52%     -1.61%  
                     024-135-6   42.11%     29.70%     29.93%     -1.68%  
                     02345-1-6   44.94%     29.55%     26.93%     -1.81%  
                     02346-1-5   46.56%     31.03%     27.12%     -1.95%  
                     0246-13-5   43.72%     30.88%     29.32%     -2.24%  
                     0245-13-6   42.11%     29.34%     29.01%     -2.37%  
                     02-1345-6   42.91%     29.30%     30.39%     -2.40%  
                     0234-16-5   44.13%     30.47%     28.83%     -3.13%  
                     023-146-5   42.91%     30.22%     29.94%     -3.32%  
                     0234-15-6   41.70%     28.71%     27.04%     -3.82%  
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  
                     023-145-6   40.08%     28.29%     28.37%     -4.33%  
