                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-16-2345   43.35%     45.27%     42.20%     14.78%  
                     01-2456-3   51.86%     41.67%     40.00%     14.78%  
                     01-24-356   45.48%     42.94%     40.30%     14.75%  
                     0-146-235   45.48%     45.15%     43.34%     14.67%  
                     04-12-356   39.89%     45.43%     37.76%     14.41%  
                     0-13-2456   42.02%     45.09%     40.91%     14.38%  
                     05-1246-3   58.51%     43.16%     40.76%     14.36%  
                     016-24-35   51.86%     43.93%     42.10%     14.24%  
                     0126-34-5   66.76%     44.64%     39.63%     14.22%  
                     035-12-46   40.43%     46.25%     36.84%     14.21%  
                     0-1234-56   53.72%     44.97%     40.60%     14.05%  
                     0-124-356   46.54%     45.81%     40.72%     13.94%  
                     05-13-246   40.43%     44.55%     40.53%     13.90%  
                     01-25-346   43.88%     42.29%     38.30%     13.89%  
                     0135-26-4   53.99%     48.51%     40.15%     13.82%  
                     046-12-35   40.96%     44.51%     37.71%     13.75%  
                     04-123-56   45.48%     44.42%     37.80%     13.72%  
                     04-16-235   40.43%     44.24%     40.45%     13.62%  
                     05-16-234   41.22%     44.08%     41.26%     13.44%  
                     0156-23-4   55.05%     48.25%     40.17%     13.42%  
                     013-246-5   53.72%     42.58%     40.62%     13.35%  
                     015-26-34   47.61%     43.99%     39.73%     13.34%  
                     012-34-56   54.52%     44.35%     37.56%     13.32%  
                     016-234-5   55.05%     42.22%     41.04%     13.22%  
                     0123-4-56   62.50%     48.85%     38.07%     13.19%  
                     056-12-34   40.16%     44.88%     36.85%     13.18%  
                     016-2-345   50.27%     43.35%     39.44%     13.15%  
                     03-1256-4   51.06%     48.75%     38.90%     13.13%  
                     0356-12-4   42.55%     48.31%     36.49%     13.11%  
                     0-134-256   43.62%     44.37%     42.01%     13.05%  
                     035-1-246   38.83%     42.76%     38.27%     13.01%  
                     015-23-46   46.54%     44.21%     38.20%     12.97%  
                     014-236-5   55.05%     41.70%     40.72%     12.90%  
                     01236-4-5   75.53%     49.02%     39.92%     12.88%  
                     012-346-5   55.59%     42.63%     37.16%     12.73%  
                     016-25-34   50.00%     43.36%     39.42%     12.71%  
                     045-126-3   50.27%     41.77%     37.82%     12.71%  
                     06-1235-4   48.40%     48.33%     37.41%     12.58%  
                     0146-2-35   58.24%     42.32%     40.47%     12.56%  
                     0-135-246   41.22%     44.47%     40.55%     12.55%  
                     06-12-345   38.56%     44.03%     36.63%     12.54%  
                     034-126-5   50.27%     42.02%     38.33%     12.54%  
                     04-13-256   38.83%     43.66%     38.96%     12.51%  
                     01-2345-6   50.80%     37.80%     37.72%     12.46%  
                     01256-3-4   72.34%     46.90%     38.04%     12.30%  
                     05-146-23   43.62%     43.01%     41.27%     12.18%  
                     0123-46-5   62.77%     44.64%     37.40%     12.07%  
                     03-1246-5   57.18%     41.41%     39.46%     12.01%  
                     05-14-236   40.43%     43.09%     40.50%     12.00%  
                     0-15-2346   40.43%     44.03%     38.96%     11.95%  
                     014-256-3   54.26%     40.14%     39.47%     11.89%  
                     03-126-45   46.54%     42.41%     37.64%     11.88%  
                     013-25-46   47.34%     43.51%     37.49%     11.88%  
                     016-23-45   50.27%     41.92%     38.98%     11.81%  
                     046-123-5   47.34%     41.86%     36.66%     11.79%  
                     0-125-346   40.43%     45.11%     37.41%     11.71%  
                     045-1-236   37.50%     41.95%     37.01%     11.68%  
                     014-23-56   50.80%     40.78%     38.84%     11.66%  
                     015-246-3   51.33%     40.40%     38.68%     11.64%  
                     014-2-356   50.00%     40.87%     38.34%     11.62%  
                     046-1-235   36.70%     41.32%     36.36%     11.62%  
                     012-3-456   55.05%     41.71%     35.90%     11.61%  
                     05-134-26   42.29%     42.85%     40.72%     11.54%  
                     03-12-456   37.77%     43.02%     35.43%     11.46%  
                     0-12456-3   61.17%     42.66%     40.16%     11.44%  
                     04-1256-3   52.39%     42.22%     37.81%     11.42%  
                     013-26-45   48.67%     41.85%     38.59%     11.35%  
                     0146-23-5   59.84%     40.59%     39.90%     11.34%  
                     0-156-234   41.49%     43.57%     40.69%     11.28%  
                     013-2-456   47.07%     41.76%     36.88%     11.10%  
                     06-124-35   45.74%     43.03%     38.86%     11.06%  
                     056-1-234   37.23%     41.18%     36.77%     11.02%  
                     0-1346-25   46.81%     42.68%     40.85%     10.93%  
                     03-1-2456   38.30%     40.77%     36.70%     10.80%  
                     0345-1-26   37.77%     40.57%     36.08%     10.67%  
                     05-136-24   41.49%     42.46%     40.14%     10.66%  
                     0136-25-4   55.05%     47.05%     38.91%     10.66%  
                     012-345-6   55.32%     39.13%     35.20%     10.61%  
                     06-1-2345   37.77%     40.48%     36.32%     10.56%  
                     0126-3-45   65.43%     40.32%     36.55%     10.52%  
                     045-16-23   38.83%     41.39%     38.09%     10.51%  
                     015-2-346   45.21%     40.49%     36.20%     10.50%  
                     034-1-256   36.70%     40.64%     36.27%     10.49%  
                     06-123-45   43.35%     41.68%     35.70%     10.47%  
                     0135-2-46   50.80%     42.52%     36.34%     10.45%  
                     0156-2-34   52.93%     42.04%     37.90%     10.42%  
                     045-13-26   37.77%     41.44%     37.38%     10.37%  
                     0-1356-24   43.88%     42.82%     40.55%     10.37%  
                     013-24-56   48.40%     40.36%     38.00%     10.30%  
                     014-235-6   53.46%     36.67%     37.39%     10.27%  
                     01356-2-4   60.11%     46.45%     38.15%     10.21%  
                     05-1346-2   47.07%     41.63%     39.69%     10.20%  
                     01246-3-5   78.46%     39.01%     37.75%     10.19%  
                     05-1234-6   54.52%     38.72%     37.08%     10.18%  
                     0134-26-5   57.98%     40.38%     39.54%     10.16%  
                     0-136-245   41.49%     42.51%     40.08%     10.15%  
                     02356-1-4   47.07%     46.53%     36.08%     10.13%  
                     034-12-56   39.63%     40.96%     34.69%     10.12%  
                     035-16-24   39.10%     40.90%     38.61%     10.04%  
                     0456-1-23   36.70%     39.92%     34.93%     9.96%   
                     0235-16-4   45.21%     46.73%     37.87%     9.95%   
                     06-1234-5   53.72%     40.55%     37.68%     9.91%   
                     0456-12-3   43.09%     39.60%     33.98%     9.82%   
                     035-14-26   39.10%     40.78%     38.62%     9.80%   
                     04-135-26   38.30%     42.05%     37.69%     9.66%   
                     0-1345-26   43.35%     42.42%     40.22%     9.45%   
                     0256-13-4   44.15%     46.38%     36.75%     9.37%   
                     04-136-25   40.16%     41.55%     37.92%     9.29%   
                     0-1456-23   44.15%     42.17%     40.32%     9.27%   
                     045-123-6   46.54%     37.46%     33.99%     9.22%   
                     01235-4-6   68.62%     42.83%     34.80%     9.15%   
                     06-14-235   38.03%     39.89%     37.77%     9.09%   
                     0-13456-2   49.73%     41.61%     39.61%     9.03%   
                     01-245-36   44.15%     36.35%     35.97%     9.03%   
                     035-146-2   43.09%     39.85%     38.12%     8.99%   
                     04-156-23   38.83%     41.59%     37.81%     8.98%   
                     016-245-3   52.13%     38.32%     37.66%     8.97%   
                     0125-3-46   58.78%     42.10%     35.00%     8.90%   
                     02-1-3456   34.84%     40.97%     34.45%     8.90%   
                     04-1235-6   49.20%     38.22%     34.43%     8.79%   
                     0235-1-46   39.89%     42.15%     34.24%     8.76%   
                     0246-1-35   43.09%     41.00%     36.74%     8.75%   
                     05-124-36   45.21%     39.17%     36.45%     8.73%   
                     0256-1-34   40.96%     41.54%     35.36%     8.68%   
                     03-14-256   38.30%     39.77%     37.96%     8.63%   
                     045-12-36   38.83%     38.09%     33.22%     8.57%   
                     04-15-236   35.90%     41.59%     36.12%     8.53%   
                     0146-25-3   58.24%     37.71%     37.25%     8.53%   
                     056-13-24   36.70%     39.80%     36.38%     8.52%   
                     0345-16-2   39.89%     39.16%     35.90%     8.50%   
                     015-234-6   49.73%     35.87%     35.84%     8.45%   
                     056-14-23   37.77%     39.63%     37.09%     8.41%   
                     025-136-4   43.88%     46.05%     37.49%     8.39%   
                     03-125-46   39.10%     43.14%     34.31%     8.30%   
                     0125-36-4   57.71%     43.69%     34.71%     8.29%   
                     04-1356-2   42.82%     40.86%     37.17%     8.27%   
                     02-146-35   43.35%     40.95%     39.23%     8.23%   
                     02-16-345   37.77%     41.42%     37.05%     8.19%   
                     06-125-34   39.36%     42.41%     34.88%     8.16%   
                     0-12345-6   57.71%     38.53%     36.85%     8.15%   
                     0124-35-6   64.89%     37.83%     36.47%     8.12%   
                     056-124-3   47.61%     39.25%     35.88%     8.11%   
                     03-124-56   44.68%     40.04%     36.12%     8.10%   
                     0346-12-5   42.29%     38.97%     34.05%     8.09%   
                     0-145-236   39.36%     41.74%     38.95%     8.03%   
                     024-16-35   41.76%     40.84%     38.30%     8.01%   
                     026-1-345   37.23%     41.03%     35.25%     7.98%   
                     025-16-34   39.89%     41.44%     36.83%     7.97%   
                     0136-24-5   56.38%     39.68%     38.74%     7.96%   
                     0345-12-6   42.82%     36.16%     32.27%     7.94%   
                     045-136-2   40.69%     39.79%     36.48%     7.93%   
                     0134-2-56   54.52%     38.61%     36.40%     7.92%   
                     0156-24-3   54.79%     38.00%     37.36%     7.92%   
                     012-36-45   52.39%     37.40%     33.51%     7.89%   
                     0356-1-24   35.90%     38.38%     34.63%     7.75%   
                     03456-1-2   38.56%     37.67%     32.80%     7.70%   
                     0456-13-2   37.77%     38.56%     34.05%     7.66%   
                     046-13-25   35.64%     38.86%     34.55%     7.56%   
                     034-16-25   37.23%     38.76%     35.96%     7.54%   
                     025-13-46   37.77%     41.71%     34.59%     7.47%   
                     025-1-346   35.37%     39.36%     33.48%     7.30%   
                     0124-3-56   64.36%     38.43%     35.62%     7.24%   
                     02-1356-4   44.15%     45.36%     36.95%     7.16%   
                     014-25-36   48.40%     35.28%     35.23%     7.13%   
                     03-146-25   40.69%     38.38%     37.32%     7.03%   
                     056-134-2   40.43%     38.54%     36.05%     6.96%   
                     035-124-6   47.61%     36.31%     34.55%     6.92%   
                     0145-26-3   54.26%     37.68%     37.09%     6.90%   
                     015-24-36   45.21%     35.55%     35.09%     6.87%   
                     03-16-245   36.97%     38.43%     36.58%     6.85%   
                     0136-2-45   53.19%     39.40%     36.20%     6.76%   
                     0125-34-6   58.51%     37.78%     33.67%     6.68%   
                     024-1-356   36.97%     38.83%     34.27%     6.66%   
                     026-14-35   40.96%     40.09%     37.74%     6.66%   
                     01346-2-5   64.36%     38.33%     37.39%     6.58%   
                     03-15-246   35.37%     39.17%     35.15%     6.55%   
                     02-13-456   35.11%     39.95%     34.18%     6.47%   
                     06-13-245   35.11%     37.96%     34.91%     6.20%   
                     026-135-4   41.22%     44.76%     35.49%     6.16%   
                     0123-45-6   61.17%     36.00%     32.98%     6.15%   
                     036-12-45   36.70%     38.20%     32.44%     6.11%   
                     036-125-4   39.63%     44.22%     33.42%     6.07%   
                     023-1-456   35.11%     39.50%     33.02%     6.01%   
                     04-125-36   39.36%     38.21%     32.92%     5.98%   
                     013-245-6   49.20%     34.16%     34.40%     5.92%   
                     06-134-25   38.56%     37.71%     35.81%     5.88%   
                     046-125-3   42.02%     38.27%     32.75%     5.78%   
                     0135-24-6   52.39%     34.17%     34.48%     5.73%   
                     02-14-356   36.70%     38.47%     35.51%     5.53%   
                     0124-36-5   63.56%     35.80%     34.66%     5.51%   
                     046-135-2   36.70%     37.73%     33.42%     5.48%   
                     06-15-234   34.31%     38.23%     34.20%     5.44%   
                     0346-1-25   34.31%     36.41%     32.36%     5.43%   
                     046-15-23   33.51%     38.11%     33.11%     5.36%   
                     06-135-24   35.90%     37.82%     35.00%     5.36%   
                     0356-14-2   38.03%     36.86%     34.46%     5.34%   
                     0246-13-5   45.74%     37.91%     35.28%     5.22%   
                     034-15-26   34.04%     38.05%     33.81%     5.21%   
                     03-156-24   37.23%     37.87%     36.09%     5.19%   
                     02-135-46   36.44%     40.56%     33.66%     5.18%   
                     02456-1-3   47.34%     36.30%     33.09%     5.12%   
                     023-156-4   41.22%     44.27%     35.54%     5.10%   
                     01456-2-3   61.44%     36.15%     35.51%     5.09%   
                     02-1346-5   48.40%     37.84%     37.08%     5.02%   
                     02-156-34   38.03%     39.88%     35.31%     4.87%   
                     0134-25-6   55.05%     33.40%     34.03%     4.77%   
                     036-124-5   45.48%     36.90%     34.56%     4.75%   
                     0-1245-36   46.28%     38.36%     35.53%     4.68%   
                     034-156-2   37.77%     37.20%     34.24%     4.65%   
                     0234-16-5   46.01%     37.59%     35.93%     4.48%   
                     025-146-3   45.74%     36.35%     35.80%     4.42%   
                     0234-1-56   40.43%     37.23%     32.97%     4.41%   
                     02346-1-5   48.14%     37.50%     34.15%     4.41%   
                     024-13-56   38.83%     37.39%     33.89%     4.40%   
                     026-13-45   38.30%     38.25%     33.91%     4.33%   
                     0145-23-6   52.93%     33.58%     34.23%     4.31%   
                     02-136-45   39.63%     38.39%     34.99%     4.27%   
                     023-146-5   46.01%     37.41%     36.61%     4.24%   
                     024-136-5   45.21%     37.51%     36.12%     4.20%   
                     02-134-56   40.16%     37.29%     34.97%     4.11%   
                     023-16-45   38.83%     38.18%     34.55%     4.09%   
                     026-134-5   45.21%     37.27%     36.12%     3.98%   
                     01234-5-6   73.94%     34.59%     34.26%     3.94%   
                     0256-14-3   44.95%     35.97%     34.65%     3.77%   
                     036-1-245   32.18%     34.92%     32.07%     3.42%   
                     03-1456-2   41.49%     36.48%     35.22%     3.39%   
                     0245-16-3   44.41%     35.70%     34.31%     3.31%   
                     0236-1-45   39.10%     37.61%     32.58%     3.22%   
                     03-145-26   35.90%     36.90%     35.11%     3.15%   
                     06-1345-2   39.89%     36.23%     34.16%     3.06%   
                     026-15-34   35.90%     38.93%     32.90%     3.04%   
                     034-125-6   41.22%     34.12%     30.59%     3.03%   
                     0145-2-36   50.00%     33.28%     32.99%     2.93%   
                     023-14-56   38.56%     36.57%     33.97%     2.81%   
                     06-145-23   35.11%     36.40%     34.15%     2.64%   
                     0236-15-4   39.89%     43.14%     32.97%     2.62%   
                     02-15-346   31.91%     37.23%     31.35%     2.58%   
                     02345-1-6   45.74%     32.36%     30.56%     2.47%   
                     01345-2-6   58.78%     32.16%     32.61%     2.31%   
                     023-15-46   34.31%     39.13%     31.31%     2.30%   
                     06-1245-3   47.07%     36.56%     33.57%     2.26%   
                     036-14-25   34.04%     34.40%     33.12%     2.25%   
                     0236-14-5   44.41%     36.36%     34.96%     2.01%   
                     0235-14-6   43.62%     32.27%     32.20%     1.63%   
                     0245-1-36   38.03%     32.71%     30.39%     1.51%   
                     025-14-36   37.50%     32.89%     32.20%     1.26%   
                     025-134-6   43.09%     32.10%     32.39%     1.19%   
                     024-156-3   42.29%     34.67%     33.36%     1.09%   
                     0346-15-2   33.24%     34.30%     30.03%     0.93%   
                     0245-13-6   42.02%     31.65%     30.75%     0.59%   
                     02-1456-3   44.15%     34.45%     33.90%     0.55%   
                     0246-15-3   42.02%     34.27%     31.19%     0.22%   
                     03-1245-6   46.54%     32.98%     31.67%     0.18%   
                     036-15-24   30.85%     33.81%     30.96%     0.15%   
                     024-135-6   40.43%     31.04%     30.38%     -0.82%  
                     02-1345-6   42.02%     30.61%     30.95%     -1.85%  
                     026-145-3   40.16%     33.08%     31.82%     -2.07%  
                     01245-3-6   68.62%     31.68%     31.52%     -2.07%  
                     024-15-36   34.31%     31.13%     28.84%     -2.32%  
                     036-145-2   33.24%     31.99%     30.42%     -2.45%  
                     0234-15-6   39.89%     29.91%     28.27%     -3.24%  
                     02-145-36   34.31%     30.48%     29.70%     -3.65%  
                     023-145-6   38.30%     28.96%     28.90%     -5.03%  
