                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     016-235-4   62.70%     50.74%     46.36%     24.88%  
                     04-156-23   49.21%     51.90%     49.29%     24.75%  
                     0-146-235   50.00%     51.59%     49.37%     24.52%  
                     01-256-34   57.94%     50.50%     45.51%     24.47%  
                     05-124-36   57.14%     59.26%     48.49%     24.37%  
                     046-13-25   50.00%     50.90%     48.94%     24.36%  
                     05-14-236   49.21%     51.26%     49.07%     24.31%  
                     015-246-3   62.70%     51.51%     46.00%     24.28%  
                     025-1-346   50.00%     55.65%     46.64%     24.19%  
                     056-1-234   47.62%     50.00%     47.42%     24.17%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     046-125-3   58.73%     53.64%     46.20%     23.91%  
                     0346-1-25   47.62%     49.40%     46.98%     23.89%  
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  
                     05-16-234   47.62%     50.37%     47.51%     23.82%  
                     06-14-235   49.21%     50.71%     48.53%     23.70%  
                     016-25-34   57.94%     50.72%     45.70%     23.68%  
                     01-236-45   60.32%     45.66%     44.53%     23.38%  
                     014-235-6   69.84%     45.40%     44.30%     23.34%  
                     01456-2-3   67.46%     50.69%     45.87%     23.30%  
                     0145-26-3   66.67%     50.21%     45.24%     23.26%  
                     04-13-256   49.21%     50.03%     48.07%     23.11%  
                     01-246-35   57.94%     48.79%     44.54%     23.08%  
                     024-15-36   52.38%     56.89%     47.46%     23.08%  
                     016-245-3   59.52%     51.46%     45.47%     23.05%  
                     0-145-236   50.00%     50.90%     49.26%     23.03%  
                     0125-3-46   77.78%     53.68%     43.11%     23.03%  
                     06-15-234   48.41%     49.83%     47.68%     23.02%  
                     015-26-34   60.32%     49.12%     44.56%     22.99%  
                     05-123-46   60.32%     52.36%     45.85%     22.98%  
                     045-136-2   50.00%     49.09%     47.46%     22.94%  
                     0156-23-4   64.29%     49.38%     45.74%     22.94%  
                     04-1356-2   51.59%     49.68%     48.33%     22.93%  
                     01-2346-5   64.29%     44.23%     43.50%     22.88%  
                     0-156-234   48.41%     50.18%     47.90%     22.74%  
                     0146-2-35   62.70%     48.15%     44.62%     22.67%  
                     03456-1-2   47.62%     47.71%     45.60%     22.58%  
                     05-146-23   48.41%     50.07%     48.06%     22.57%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     014-26-35   61.90%     47.66%     43.98%     22.42%  
                     046-135-2   50.79%     49.36%     47.94%     22.41%  
                     014-236-5   67.46%     43.64%     43.78%     22.39%  
                     0456-13-2   49.21%     48.64%     46.95%     22.25%  
                     0-136-245   49.21%     49.13%     47.71%     22.19%  
                     0-1346-25   51.59%     49.33%     48.50%     22.16%  
                     0456-12-3   54.76%     52.29%     44.32%     22.13%  
                     0156-2-34   60.32%     49.26%     44.80%     22.07%  
                     0-12356-4   65.87%     48.59%     44.75%     22.04%  
                     025-14-36   51.59%     56.39%     46.99%     21.94%  
                     0156-24-3   61.90%     50.65%     45.15%     21.90%  
                     056-14-23   47.62%     49.20%     47.31%     21.78%  
                     04-1256-3   57.94%     53.02%     45.56%     21.74%  
                     046-12-35   53.17%     50.39%     43.93%     21.62%  
                     0-13-2456   48.41%     48.82%     47.30%     21.60%  
                     01-26-345   55.56%     46.31%     43.04%     21.54%  
                     0-124-356   55.56%     53.83%     46.05%     21.53%  
                     024-1-356   50.00%     51.64%     44.67%     21.36%  
                     0-1456-23   49.21%     49.68%     48.21%     21.21%  
                     0145-23-6   71.43%     43.87%     43.46%     21.20%  
                     0346-15-2   47.62%     47.61%     45.75%     21.16%  
                     013-25-46   62.70%     51.22%     46.03%     21.11%  
                     04-135-26   50.00%     48.56%     47.02%     21.10%  
                     015-234-6   67.46%     43.97%     42.86%     21.09%  
                     05-136-24   48.41%     48.17%     46.70%     21.03%  
                     045-13-26   48.41%     47.91%     46.06%     21.01%  
                     016-24-35   57.14%     47.93%     43.67%     20.88%  
                     016-2-345   55.56%     46.46%     43.28%     20.80%  
                     06-1235-4   64.29%     47.57%     43.74%     20.74%  
                     014-23-56   65.87%     42.15%     42.62%     20.68%  
                     02-15-346   47.62%     53.98%     45.15%     20.61%  
                     0-1356-24   50.00%     48.17%     47.20%     20.59%  
                     05-13-246   47.62%     47.99%     46.40%     20.56%  
                     05-1346-2   50.79%     47.73%     46.91%     20.55%  
                     06-125-34   54.76%     49.77%     43.82%     20.50%  
                     06-145-23   48.41%     48.84%     47.40%     20.47%  
                     034-1-256   45.24%     46.78%     44.76%     20.41%  
                     06-13-245   47.62%     47.77%     46.33%     20.33%  
                     0-135-246   49.21%     48.05%     46.99%     20.22%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     045-126-3   53.97%     51.76%     43.70%     20.16%  
                     034-16-25   45.24%     47.04%     44.92%     20.11%  
                     0135-2-46   65.87%     49.98%     45.35%     20.04%  
                     05-1236-4   61.11%     47.85%     43.37%     20.03%  
                     016-23-45   58.73%     43.93%     42.89%     20.02%  
                     0146-23-5   66.67%     42.25%     42.55%     20.02%  
                     04-1235-6   68.25%     44.19%     42.49%     19.92%  
                     02456-1-3   53.97%     49.42%     43.56%     19.90%  
                     0-13456-2   52.38%     47.53%     47.20%     19.67%  
                     04-126-35   52.38%     49.79%     43.29%     19.58%  
                     0-1256-34   54.76%     50.12%     44.07%     19.57%  
                     036-1-245   44.44%     46.27%     44.32%     19.48%  
                     06-134-25   49.21%     47.57%     46.71%     19.37%  
                     0-134-256   49.21%     47.67%     46.74%     19.36%  
                     02-1-3456   45.24%     49.61%     42.91%     19.32%  
                     056-12-34   50.79%     49.07%     42.43%     19.26%  
                     056-13-24   46.83%     46.81%     45.41%     19.20%  
                     0345-1-26   45.24%     45.37%     43.53%     19.18%  
                     0356-1-24   44.44%     45.85%     44.01%     19.17%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     0345-16-2   45.24%     45.56%     43.73%     18.92%  
                     0245-16-3   53.17%     49.05%     43.03%     18.90%  
                     012-356-4   70.63%     51.34%     41.22%     18.89%  
                     06-135-24   48.41%     46.87%     45.91%     18.83%  
                     012-36-45   69.84%     51.47%     41.50%     18.81%  
                     056-123-4   59.52%     46.78%     42.41%     18.70%  
                     0235-1-46   53.17%     48.88%     43.29%     18.64%  
                     016-234-5   61.90%     41.83%     41.34%     18.55%  
                     05-126-34   50.79%     49.45%     42.59%     18.43%  
                     02-145-36   49.21%     54.55%     45.33%     18.20%  
                     03-1-2456   43.65%     45.20%     43.44%     18.19%  
                     035-1-246   43.65%     45.11%     43.44%     18.19%  
                     0124-36-5   79.37%     49.57%     41.09%     18.13%  
                     06-1245-3   59.52%     50.31%     44.09%     18.10%  
                     0-12456-3   60.32%     51.01%     44.75%     18.09%  
                     0136-25-4   63.49%     46.69%     43.52%     18.07%  
                     012-35-46   69.84%     50.32%     40.80%     18.04%  
                     06-12-345   49.21%     46.42%     41.50%     17.96%  
                     036-14-25   45.24%     45.90%     44.53%     17.87%  
                     056-134-2   48.41%     45.96%     45.22%     17.79%  
                     025-13-46   52.38%     48.84%     43.61%     17.72%  
                     05-134-26   48.41%     46.14%     45.10%     17.69%  
                     04-1236-5   62.70%     42.17%     41.06%     17.67%  
                     03-125-46   54.76%     48.43%     42.18%     17.64%  
                     034-15-26   45.24%     45.06%     43.48%     17.62%  
                     05-1246-3   56.35%     50.53%     43.56%     17.54%  
                     046-123-5   61.90%     42.08%     40.89%     17.54%  
                     045-123-6   63.49%     42.81%     40.68%     17.42%  
                     034-156-2   45.24%     45.24%     43.72%     17.41%  
                     056-124-3   55.56%     49.80%     42.97%     17.41%  
                     035-12-46   51.59%     48.48%     41.59%     17.39%  
                     012-346-5   71.43%     47.82%     39.49%     17.21%  
                     036-15-24   44.44%     45.13%     43.65%     17.20%  
                     0-126-345   49.21%     46.80%     41.76%     17.17%  
                     04-123-56   61.11%     41.68%     40.68%     17.15%  
                     0-1236-45   58.73%     42.55%     41.22%     17.12%  
                     0356-14-2   45.24%     44.84%     43.65%     17.11%  
                     01245-3-6   86.51%     43.06%     37.82%     17.10%  
                     0246-1-35   49.21%     45.83%     41.46%     16.97%  
                     06-1345-2   50.00%     45.84%     45.53%     16.97%  
                     0256-1-34   47.62%     46.78%     41.63%     16.93%  
                     0-1345-26   50.00%     46.01%     45.51%     16.91%  
                     01356-2-4   66.67%     45.41%     42.79%     16.87%  
                     0246-15-3   51.59%     48.22%     42.60%     16.86%  
                     025-16-34   47.62%     46.92%     41.58%     16.86%  
                     013-256-4   61.90%     45.76%     42.51%     16.78%  
                     02-14-356   46.83%     49.47%     42.70%     16.64%  
                     03-16-245   42.86%     44.51%     42.66%     16.61%  
                     0-1246-35   54.76%     47.96%     42.78%     16.53%  
                     035-16-24   42.86%     44.30%     42.54%     16.48%  
                     06-124-35   53.97%     47.24%     42.09%     16.36%  
                     03-146-25   44.44%     44.65%     43.52%     16.14%  
                     02356-1-4   53.97%     44.57%     40.94%     16.05%  
                     03-15-246   43.65%     44.19%     42.89%     16.04%  
                     036-125-4   55.56%     44.98%     40.48%     15.88%  
                     024-16-35   48.41%     45.41%     40.89%     15.87%  
                     024-156-3   50.79%     47.78%     42.07%     15.81%  
                     025-146-3   50.79%     47.80%     42.22%     15.76%  
                     06-123-45   57.14%     41.48%     40.15%     15.75%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     0125-34-6   77.78%     41.83%     36.83%     15.73%  
                     0135-26-4   65.08%     44.58%     41.79%     15.66%  
                     013-2-456   59.52%     42.89%     41.35%     15.57%  
                     035-146-2   44.44%     43.79%     42.83%     15.55%  
                     0356-12-4   52.38%     44.83%     39.71%     15.45%  
                     03-14-256   43.65%     43.89%     42.71%     15.30%  
                     025-136-4   53.17%     44.63%     41.45%     15.26%  
                     0-12346-5   65.87%     40.35%     40.37%     15.16%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     036-145-2   45.24%     43.94%     43.12%     14.99%  
                     02-135-46   50.79%     47.41%     42.35%     14.92%  
                     0256-14-3   50.00%     47.16%     41.61%     14.69%  
                     035-14-26   43.65%     43.10%     41.97%     14.67%  
                     023-15-46   50.00%     47.09%     41.77%     14.59%  
                     0134-25-6   69.84%     40.76%     40.80%     14.54%  
                     03-156-24   42.86%     43.36%     42.03%     14.37%  
                     01256-3-4   76.98%     48.45%     39.85%     14.25%  
                     05-1234-6   65.87%     41.29%     40.05%     14.19%  
                     0235-16-4   52.38%     43.67%     39.94%     14.01%  
                     01346-2-5   69.05%     38.19%     39.47%     13.94%  
                     0346-12-5   54.76%     39.58%     37.64%     13.85%  
                     02345-1-6   59.52%     39.20%     38.45%     13.82%  
                     0136-2-45   60.32%     39.79%     39.77%     13.55%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     026-15-34   45.24%     45.16%     40.15%     13.44%  
                     02-156-34   45.24%     45.24%     40.12%     13.32%  
                     026-1-345   42.86%     42.68%     38.96%     13.30%  
                     034-125-6   58.73%     39.85%     37.94%     13.21%  
                     013-245-6   64.29%     40.11%     39.52%     13.18%  
                     03-1456-2   44.44%     42.66%     42.09%     13.17%  
                     0256-13-4   51.59%     43.50%     40.30%     13.15%  
                     02-16-345   42.86%     42.78%     38.90%     13.14%  
                     01345-2-6   73.02%     39.34%     39.91%     12.84%  
                     06-1234-5   63.49%     38.98%     38.99%     12.64%  
                     0135-24-6   67.46%     39.51%     39.42%     12.57%  
                     0245-13-6   57.94%     39.12%     38.78%     12.46%  
                     02346-1-5   55.56%     37.43%     37.56%     12.44%  
                     03-12-456   48.41%     41.01%     37.60%     12.44%  
                     03-1256-4   53.97%     43.22%     38.89%     12.39%  
                     02-1356-4   51.59%     43.14%     40.10%     12.37%  
                     03-145-26   43.65%     42.00%     41.26%     12.36%  
                     0345-12-6   55.56%     39.28%     36.85%     12.36%  
                     02-146-35   46.03%     43.75%     39.58%     12.29%  
                     035-126-4   50.79%     43.29%     38.31%     12.28%  
                     0134-2-56   66.67%     37.43%     38.84%     12.23%  
                     013-26-45   58.73%     38.92%     38.73%     12.21%  
                     0236-15-4   50.79%     42.87%     39.52%     12.07%  
                     0124-3-56   77.78%     40.68%     36.16%     11.99%  
                     02-1456-3   48.41%     45.92%     40.52%     11.95%  
                     013-246-5   61.90%     38.03%     38.53%     11.87%  
                     023-1-456   46.83%     40.54%     38.33%     11.78%  
                     0136-24-5   62.70%     37.89%     38.48%     11.75%  
                     036-12-45   49.21%     38.99%     36.84%     11.69%  
                     0124-35-6   78.57%     39.85%     35.74%     11.68%  
                     02-13-456   46.83%     40.62%     38.67%     11.33%  
                     013-24-56   61.11%     37.42%     38.14%     11.33%  
                     026-14-35   45.24%     43.15%     38.99%     11.32%  
                     0134-26-5   66.67%     37.03%     38.13%     11.32%  
                     034-12-56   52.38%     37.42%     36.08%     11.23%  
                     026-145-3   47.62%     45.35%     39.96%     11.05%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     024-136-5   53.97%     37.10%     37.75%     10.76%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     0234-1-56   53.17%     36.24%     36.63%     10.47%  
                     026-135-4   50.00%     42.11%     39.06%     10.45%  
                     0126-35-4   69.05%     45.10%     37.54%     10.40%  
                     0236-1-45   47.62%     37.75%     37.01%     10.28%  
                     024-135-6   56.35%     38.10%     38.02%     10.10%  
                     0234-15-6   56.35%     37.79%     37.36%     10.05%  
                     023-156-4   49.21%     41.86%     38.45%     9.99%   
                     02-136-45   47.62%     37.84%     37.45%     9.89%   
                     024-13-56   52.38%     36.31%     37.06%     9.74%   
                     0246-13-5   53.17%     36.53%     37.13%     9.68%   
                     034-126-5   52.38%     37.23%     35.65%     9.59%   
                     0234-16-5   53.17%     36.03%     36.13%     9.30%   
                     0235-14-6   55.56%     37.40%     37.00%     9.11%   
                     01235-4-6   87.30%     38.36%     35.35%     9.03%   
                     025-134-6   55.56%     37.53%     37.48%     8.83%   
                     01246-3-5   78.57%     40.73%     36.06%     8.51%   
                     0126-3-45   68.25%     42.36%     36.17%     8.50%   
                     03-126-45   47.62%     37.25%     35.25%     8.34%   
                     035-124-6   56.35%     37.35%     35.85%     8.24%   
                     036-124-5   54.76%     36.43%     35.74%     8.22%   
                     023-16-45   46.03%     36.76%     35.91%     8.16%   
                     03-1245-6   59.52%     37.13%     36.17%     7.94%   
                     026-13-45   46.03%     36.75%     36.31%     7.88%   
                     02-1346-5   52.38%     35.51%     36.36%     7.62%   
                     0126-34-5   69.05%     39.08%     34.53%     6.88%   
                     03-124-56   53.17%     34.88%     34.58%     6.51%   
                     0236-14-5   50.79%     34.84%     35.35%     6.43%   
                     0123-46-5   78.57%     40.73%     36.28%     6.30%   
                     03-1246-5   53.97%     35.04%     34.58%     5.83%   
                     02-134-56   50.00%     34.31%     35.26%     5.68%   
                     02-1345-6   53.97%     35.92%     36.04%     5.59%   
                     023-14-56   49.21%     34.06%     34.75%     5.47%   
                     023-146-5   50.00%     34.36%     34.90%     5.44%   
                     023-145-6   52.38%     35.43%     35.31%     4.90%   
                     026-134-5   50.00%     34.01%     34.82%     4.67%   
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     01236-4-5   79.37%     36.06%     33.63%     1.22%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  
